"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Jersey","313","0","30","0","Community transmission","1"
"Guernsey","252","0","13","0","Community transmission","39"
"Faroe Islands","187","0","0","0","Pending","48"
"Gibraltar","176","0","0","0","Clusters of cases","2"
"Greenland","13","0","0","0","Pending","13"
"South-East Asia","","","","","",""
"India","286 579","9 996","8 102","357","Clusters of cases","0"
"Bangladesh","74 865","3 190","1 012","37","Community transmission","0"
"Indonesia","34 316","1 240","1 959","36","Community transmission","0"
"Nepal","4 364","279","15","0","Sporadic cases","0"
"Thailand","3 125","0","58","0","Clusters of cases","1"
"Maldives","1 962","20","8","0","Clusters of cases","0"
"Sri Lanka","1 869","10","11","0","Clusters of cases","0"
"Myanmar","248","2","6","0","Clusters of cases","0"
"Bhutan","62","3","0","0","Sporadic cases","0"
"Timor-Leste","24","0","0","0","Clusters of cases","48"
"Western Pacific","","","","","",""
"China","84 652","11","4 645","0","Clusters of cases","0"
"Singapore","38 965","451","25","0","Clusters of cases","0"
"Philippines","23 732","740","1 027","10","Community transmission","0"
"Japan","17 292","41","920","1","Clusters of cases","0"
"Republic of Korea","11 947","45","276","0","Clusters of cases","0"
"Malaysia","8 338","2","118","1","Clusters of cases","0"
