"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"North Macedonia","2 792","180","149","2","Clusters of cases","0"
"Bulgaria","2 668","83","160","13","Clusters of cases","0"
"Bosnia and Herzegovina","2 605","12","158","0","Community transmission","0"
"Croatia","2 247","0","103","0","Sporadic cases","1"
"Kyrgyzstan","1 974","38","22","0","Clusters of cases","0"
"Estonia","1 910","20","69","0","Pending","0"
"Iceland","1 806","0","10","0","Community transmission","6"
"Lithuania","1 694","7","71","0","Community transmission","0"
"Slovakia","1 526","0","28","0","Clusters of cases","1"
"Slovenia","1 489","12","108","0","Clusters of cases","0"
"Albania","1 232","20","34","1","Clusters of cases","0"
"Latvia","1 082","0","25","0","Clusters of cases","1"
"Cyprus","960","2","17","0","Clusters of cases","0"
"Andorra","852","0","51","0","Community transmission","1"
"Georgia","808","2","13","0","Community transmission","0"
"San Marino","695","0","42","0","Community transmission","1"
"Malta","622","0","9","0","Sporadic cases","2"
"Montenegro","324","0","9","0","Clusters of cases","31"
"Monaco","98","0","1","0","Sporadic cases","13"
"Liechtenstein","83","0","1","0","Pending","41"
"Holy See","12","0","0","0","Sporadic cases","30"
"Territoriesii","","","","","",""
"Kosovo[1]","1 142","0","30","0","Community transmission","2"
"Isle of Man","336","0","24","0","Pending","15"
