"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Jersey","308","0","29","0","Community transmission","1"
"Guernsey","252","0","13","0","Community transmission","27"
"Faroe Islands","187","0","0","0","Pending","36"
"Gibraltar","158","1","0","0","Clusters of cases","0"
"Greenland","13","0","0","0","Pending","1"
"South-East Asia","","","","","",""
"India","173 763","7 964","4 971","265","Clusters of cases","0"
"Bangladesh","42 844","2 523","582","23","Clusters of cases","0"
"Indonesia","25 216","678","1 520","24","Community transmission","0"
"Thailand","3 077","1","57","0","Clusters of cases","0"
"Maldives","1 591","78","5","0","Clusters of cases","0"
"Sri Lanka","1 558","28","10","0","Clusters of cases","0"
"Nepal","1 212","170","6","1","Sporadic cases","0"
"Myanmar","207","1","6","0","Clusters of cases","0"
"Bhutan","33","2","0","0","Sporadic cases","0"
"Timor-Leste","24","0","0","0","Clusters of cases","36"
"Western Pacific","","","","","",""
"China","84 565","18","4 645","0","Clusters of cases","0"
"Singapore","33 860","611","23","0","Clusters of cases","0"
"Japan","16 804","85","886","12","Clusters of cases","0"
"Philippines","16 634","1 046","942","21","Community transmission","0"
"Republic of Korea","11 441","39","269","0","Clusters of cases","0"
"Malaysia","7 732","103","115","0","Clusters of cases","0"
