"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Bermuda","144","2","9","0","Clusters of cases","0"
"Aruba","101","0","3","0","No cases","40"
"Sint Maarten","77","0","15","0","Sporadic cases","9"
"United States Virgin Islands","72","0","6","0","Clusters of cases","4"
"Saint Martin","41","0","3","0","Sporadic cases","15"
"Curaçao","22","0","1","0","Sporadic cases","4"
"Falkland Islands (Malvinas)","13","0","0","0","Clusters of cases","50"
"Turks and Caicos Islands","12","0","1","0","Sporadic cases","48"
"Montserrat","11","0","1","0","Sporadic cases","62"
"British Virgin Islands","8","0","1","0","Sporadic cases","30"
"Bonaire, Sint Eustatius and Saba","7","0","0","0","No cases","20"
"Saint Barthélemy","6","0","0","0","Sporadic cases","76"
"Anguilla","3","0","0","0","Sporadic cases","72"
"Saint Pierre and Miquelon","1","0","0","0","Sporadic cases","68"
"Eastern Mediterranean","","","","","",""
"Iran (Islamic Republic of)","187 427","2 472","8 837","107","Community transmission","0"
"Pakistan","144 478","5 248","2 729","97","Clusters of cases","0"
"Saudi Arabia","127 541","4 233","972","40","Clusters of cases","0"
"Qatar","79 602","1 186","73","3","Community transmission","0"
"Egypt","44 598","1 618","1 575","91","Clusters of cases","0"
"United Arab Emirates","42 294","304","289","1","Pending","0"
"Kuwait","35 920","454","296","7","Clusters of cases","0"
"Afghanistan","25 527","761","476","5","Clusters of cases","0"
"Oman","23 481","1 404","104","5","Clusters of cases","0"
