"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Croatia","2096","8","79","2","Community transmission","0"
"Azerbaijan","1932","38","25","0","Clusters of cases","0"
"Bosnia and Herzegovina","1857","100","76","8","Community transmission","0"
"Iceland","1799","1","10","0","Community transmission","0"
"Estonia","1700","1","55","2","Pending","0"
"Bulgaria","1618","24","73","1","Clusters of cases","0"
"North Macedonia","1511","5","84","2","Clusters of cases","0"
"Slovenia","1439","0","96","2","Community transmission","1"
"Lithuania","1410","4","46","0","Community transmission","0"
"Slovakia","1408","1","24","0","Clusters of cases","0"
"Latvia","879","8","16","0","Community transmission","0"
"Cyprus","872","8","20","0","Clusters of cases","0"
"Kyrgyzstan","830","35","10","0","Clusters of cases","0"
"Albania","795","0","31","0","Clusters of cases","1"
"Andorra","749","2","45","1","Community transmission","0"
"Georgia","593","4","9","1","Community transmission","0"
"San Marino","582","2","41","0","Community transmission","0"
"Malta","477","10","4","0","Pending","0"
"Montenegro","322","0","8","1","Clusters of cases","4"
"Tajikistan","128","52","4","2","Pending","0"
"Monaco","95","27","1","0","Sporadic cases","0"
"Liechtenstein","83","0","1","0","Pending","8"
"Holy See","11","0","0","0","Sporadic cases","3"
