"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Niger","974","0","65","0","Community transmission","2"
"Burkina Faso","891","0","53","0","Community transmission","2"
"Chad","848","2","72","0","Community transmission","0"
"Uganda","808","14","0","0","Sporadic cases","0"
"Congo","745","17","25","1","Community transmission","0"
"Cabo Verde","657","41","6","1","Clusters of cases","0"
"Togo","522","0","13","0","Community transmission","1"
"United Republic of Tanzania","509","0","21","0","Community transmission","35"
"Rwanda","494","18","2","0","Sporadic cases","0"
"Mozambique","489","17","2","0","Clusters of cases","0"
"Malawi","481","26","4","0","Clusters of cases","0"
"Eswatini","449","51","3","0","Clusters of cases","0"
"Liberia","410","13","31","0","Community transmission","0"
"Benin","390","51","5","1","Community transmission","0"
"São Tomé and Príncipe","388","0","10","0","Clusters of cases","1"
"Mauritius","337","0","10","0","Clusters of cases","6"
"Zimbabwe","332","12","4","0","Sporadic cases","0"
"Comoros","162","0","2","0","Community transmission","1"
"Angola","118","5","5","1","Clusters of cases","0"
"Burundi","94","11","1","0","Clusters of cases","0"
"Botswana","48","0","1","0","Clusters of cases","1"
"Eritrea","41","0","0","0","Sporadic cases","7"
"Namibia","31","0","0","0","Sporadic cases","3"
