"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Paraguay","689","126","10","0","Community transmission","0"
"Jamaica","490","2","9","0","Clusters of cases","0"
"Venezuela (Bolivarian Republic","","","","","",""
"of)","388","7","10","0","Clusters of cases","0"
"Haiti","146","17","12","0","Clusters of cases","0"
"Trinidad and Tobago","116","0","8","0","Sporadic cases","12"
"Guyana","93","0","10","0","Clusters of cases","3"
"Bahamas","92","0","11","0","Clusters of cases","2"
"Barbados","82","0","7","0","Clusters of cases","5"
"Antigua and Barbuda","25","0","3","0","Clusters of cases","6"
"Grenada","21","0","0","0","Clusters of cases","6"
"Belize","18","0","2","0","Sporadic cases","25"
"Saint Lucia","18","0","0","0","Sporadic cases","5"
"Saint Vincent and the","","","","","",""
"Grenadines","17","0","0","0","Sporadic cases","5"
"Dominica","16","0","0","0","Clusters of cases","29"
"Nicaragua","16","0","5","0","Pending","3"
"Saint Kitts and Nevis","15","0","0","0","Sporadic cases","19"
"Suriname","10","0","1","0","Sporadic cases","36"
"Territoriesii","","","","","",""
"Puerto Rico","2173","17","108","52","Clusters of cases","0"
"Martinique","186","3","14","0","Clusters of cases","0"
"Guadeloupe","154","0","13","0","Clusters of cases","1"
"French Guiana","141","0","1","0","Clusters of cases","1"
