"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Australia","7 251","11","102","0","Clusters of cases","0"
"New Zealand","1 154","0","22","0","Clusters of cases","15"
"Viet Nam","329","1","0","0","Clusters of cases","0"
"Mongolia","191","5","0","0","Sporadic cases","0"
"Brunei Darussalam","141","0","2","0","Clusters of cases","29"
"Cambodia","125","0","0","0","Sporadic cases","7"
"Lao People's Democratic Republic","19","0","0","0","Sporadic cases","54"
"Fiji","18","0","0","0","Sporadic cases","46"
"Papua New Guinea","8","0","0","0","Sporadic cases","44"
"Territoriesii","","","","","",""
"Guam","171","0","5","0","Clusters of cases","1"
"French Polynesia","60","0","0","0","Sporadic cases","31"
"Northern Mariana Islands","","","","","",""
"(Commonwealth of the)","26","0","2","0","Pending","1"
"New Caledonia","20","0","0","0","Sporadic cases","1"
"Subtotal for all regions","6 662 563","127 950","392 789","5 647","",""
"Other*","741","0","13","0","Not applicable","-"
"Grand total","6 663 304","127 950","392 802","5 647","",""
