"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Cayman Islands","84","3","1","0","Clusters of cases","0"
"Sint Maarten","77","0","15","0","Sporadic cases","3"
"United States Virgin Islands","69","0","5","0","Clusters of cases","2"
"Saint Martin","39","0","3","0","Sporadic cases","2"
"Curaçao","16","0","1","0","Sporadic cases","15"
"Falkland Islands (Malvinas)","13","0","0","0","Clusters of cases","17"
"Turks and Caicos Islands","12","0","1","0","Sporadic cases","15"
"Montserrat","11","0","1","0","Sporadic cases","29"
"British Virgin Islands","7","0","1","0","Sporadic cases","7"
"Bonaire, Sint Eustatius and Saba","6","0","0","0","Sporadic cases","15"
"Saint Barthélemy","6","0","0","0","Sporadic cases","43"
"Anguilla","3","0","0","0","Sporadic cases","39"
"Saint Pierre and Miquelon","1","0","0","0","Sporadic cases","35"
"Eastern Mediterranean","","","","","",""
"Iran (Islamic Republic of)","110 767","1 481","6 733","48","Community transmission","0"
"Saudi Arabia","42 925","1 911","264","9","Clusters of cases","0"
"Pakistan","34 261","2 180","737","31","Clusters of cases","0"
"Qatar","25 149","1 526","14","0","Community transmission","0"
"United Arab Emirates","19 661","783","203","2","Pending","0"
"Kuwait","10 277","991","75","10","Clusters of cases","0"
"Egypt","10 093","347","544","11","Clusters of cases","0"
"Morocco","6 418","58","188","0","Clusters of cases","0"
"Bahrain","5 531","295","9","1","Clusters of cases","0"
"Afghanistan","4 967","0","127","0","Clusters of cases","1"
