"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Switzerland","30 330","33","1 563","3","Community transmission","0"
"Portugal","28 132","219","1 175","12","Community transmission","0"
"Sweden","27 909","637","3 460","147","Community transmission","0"
"Belarus","25 840","0","149","0","Clusters of cases","1"
"Ireland","23 401","159","1 497","9","Community transmission","0"
"Poland","17 204","283","861","22","Community transmission","0"
"Ukraine","16 847","422","456","17","Community transmission","0"
"Israel","16 539","0","262","0","Pending","1"
"Romania","16 002","224","1 016","14","Community transmission","0"
"Austria","15 964","54","624","1","Community transmission","0"
"Denmark","10 667","76","533","6","Community transmission","0"
"Serbia","10 295","52","222","2","Pending","0"
"Czechia","8 269","48","290","7","Community transmission","0"
"Norway","8 158","23","229","1","Pending","0"
"Finland","6 054","51","284","9","Pending","0"
"Kazakhstan","5 571","154","33","1","Pending","0"
"Republic of Moldova","5 406","252","190","8","Pending","0"
"Luxembourg","3 904","10","103","1","Pending","0"
"Armenia","3 836","118","49","1","Clusters of cases","0"
"Hungary","3 380","39","436","6","Clusters of cases","0"
"Greece","2 760","16","155","3","Community transmission","0"
"Azerbaijan","2 758","65","35","2","Clusters of cases","0"
"Uzbekistan","2 620","22","11","1","Clusters of cases","0"
"Croatia","2 213","6","94","3","Community transmission","0"
