"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Belgium","53 081","485","8656","75","Community transmission","0"
"Netherlands","42 627","245","5440","18","Community transmission","0"
"Switzerland","30 222","54","1537","6","Community transmission","0"
"Portugal","27 581","175","1135","9","Community transmission","0"
"Sweden","26 322","401","3225","5","Community transmission","0"
"Belarus","23 906","933","135","4","Clusters of cases","0"
"Ireland","22 996","236","1458","12","Community transmission","0"
"Israel","16 492","48","254","9","Pending","0"
"Poland","15 996","345","800","15","Community transmission","0"
"Austria","15 787","10","618","3","Community transmission","0"
"Ukraine","15 648","416","408","17","Community transmission","0"
"Romania","15 362","231","952","26","Community transmission","0"
"Denmark","10 429","110","529","3","Pending","0"
"Serbia","10 114","82","215","2","Pending","0"
"Czechia","8123","28","280","4","Community transmission","0"
"Norway","8099","30","217","4","Pending","0"
"Finland","5962","82","267","2","Pending","0"
"Kazakhstan","5138","82","31","0","Pending","0"
"Republic of Moldova","4927","60","171","6","Pending","0"
"Luxembourg","3886","9","101","0","Pending","0"
"Armenia","3392","79","45","0","Clusters of cases","0"
"Hungary","3284","21","421","8","Clusters of cases","0"
"Greece","2716","6","151","0","Community transmission","0"
"Azerbaijan","2519","97","32","1","Clusters of cases","0"
