"V1","V2","V3","V4","V5","V6","V7"
"Peru","13489","0","300","0","Communitytransmission","1"
"Chile","9730","478","126","10","Communitytransmission","0"
"Ecuador","9022","572","456","35","Communitytransmission","0"
"Mexico","6875","578","546","60","Communitytransmission","0"
"Dominican Republic","4335","209","217","17","Communitytransmission","0"
"Panama","4210","194","115","6","Communitytransmission","0"
"Colombia","3439","206","153","9","Communitytransmission","0"
"Argentina","2784","90","129","7","Communitytransmission","0"
"Cuba","986","63","32","1","Clusters of cases","0"
"Costa Rica","649","7","4","0","Clusters of cases","0"
"Uruguay","508","6","9","0","Clusters of cases","0"
"Bolivia (PlurinationalState of)","493","28","31","0","Clusters of cases","0"
"Honduras","457","15","46","5","Clusters of cases","0"
"Guatemala","235","21","7","0","Clusters of cases","0"
"Venezuela (BolivarianRepublic of)","204","0","9","0","Clusters of cases","1"
"Paraguay","202","3","8","0","Communitytransmission","0"
"El Salvador","190","13","7","0","Clusters of cases","0"
"Jamaica","163","20","5","0","Clusters of cases","0"
"Trinidad and Tobago","114","0","8","0","Sporadic cases","3"
"Barbados","75","0","5","0","Clusters of cases","2"
"Guyana","63","6","6","0","Clusters of cases","0"
"Bahamas","54","0","9","0","Clusters of cases","1"
"Haiti","44","1","3","0","Clusters of cases","0"
"Antigua and Barbuda","23","0","2","0","Clusters of cases","5"
"Belize","18","0","2","0","Sporadic cases","4"
"Dominica","16","0","0","0","Clusters of cases","8"
"Saint Lucia","15","0","0","0","Sporadic cases","7"
"Saint Kitts and Nevis","14","0","0","0","Sporadic cases","3"
"Grenada","13","0","0","0","Clusters of cases","7"
"Saint Vincent and theGrenadines","12","0","0","0","Sporadic cases","8"
"Suriname","10","0","1","0","Sporadic cases","15"
"Nicaragua","9","0","1","0","Pending","6"
"","Territories**","","","","",""
"Puerto Rico","1118","50","60","2","Clusters of cases","0"
"Martinique","163","4","12","4","Clusters of cases","0"
"Guadeloupe","145","0","11","3","Clusters of cases","4"
"Aruba","96","0","2","0","Clusters of cases","1"
"French Guiana","96","0","0","0","Clusters of cases","2"
"Bermuda","83","0","5","0","Clusters of cases","1"
