"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Jersey","308","0","29","0","Community transmission","5"
"Guernsey","252","0","13","0","Community transmission","31"
"Faroe Islands","187","0","0","0","Pending","40"
"Gibraltar","170","0","0","0","Clusters of cases","1"
"Greenland","13","0","0","0","Pending","5"
"South-East Asia","","","","","",""
"India","207 615","8 909","5 815","217","Clusters of cases","0"
"Bangladesh","52 445","2 911","709","37","Community transmission","0"
"Indonesia","27 549","609","1 663","22","Community transmission","0"
"Thailand","3 084","1","58","0","Clusters of cases","0"
"Nepal","2 099","288","8","0","Sporadic cases","0"
"Maldives","1 841","12","7","1","Clusters of cases","0"
"Sri Lanka","1 683","40","11","0","Clusters of cases","0"
"Myanmar","233","5","6","0","Clusters of cases","0"
"Bhutan","47","0","0","0","Sporadic cases","1"
"Timor-Leste","24","0","0","0","Clusters of cases","40"
"Western Pacific","","","","","",""
"China","84 602","5","4 645","0","Clusters of cases","0"
"Singapore","35 836","544","24","0","Clusters of cases","0"
"Philippines","18 997","359","966","6","Community transmission","0"
"Japan","16 986","56","900","6","Clusters of cases","0"
"Republic of Korea","11 590","49","273","1","Clusters of cases","0"
"Malaysia","7 877","20","115","0","Clusters of cases","0"
