"V1","V2","V3","V4","V5","V6","V7"
"Chile","8273","356","94","2","Communitytransmission","0"
"Ecuador","7858","255","388","19","Communitytransmission","0"
"Mexico","5399","385","406","74","Communitytransmission","0"
"Dominican Republic","3614","328","189","6","Communitytransmission","0"
"Panama","3574","102","95","1","Communitytransmission","0"
"Colombia","2979","127","127","15","Communitytransmission","0"
"Argentina","2477","141","108","7","Communitytransmission","0"
"Cuba","814","48","24","3","Clusters of cases","0"
"Costa Rica","618","6","3","0","Clusters of cases","0"
"Uruguay","492","9","8","0","Clusters of cases","0"
"Honduras","419","12","31","5","Clusters of cases","0"
"Bolivia (PlurinationalState of)","397","43","28","0","Clusters of cases","0"
"Venezuela (BolivarianRepublic of)","193","12","9","0","Clusters of cases","0"
"Guatemala","180","13","5","0","Clusters of cases","0"
"Paraguay","161","2","8","1","Communitytransmission","0"
"El Salvador","159","10","6","0","Clusters of cases","0"
"Trinidad and Tobago","114","1","8","0","Sporadic cases","0"
"Jamaica","105","32","5","1","Clusters of cases","0"
"Barbados","73","1","5","1","Clusters of cases","0"
"Bahamas","49","0","8","0","Clusters of cases","1"
"Guyana","48","1","6","0","Clusters of cases","0"
"Haiti","41","1","3","0","Clusters of cases","0"
"Antigua and Barbuda","23","0","2","0","Clusters of cases","2"
"Belize","18","0","2","0","Sporadic cases","1"
"Dominica","16","0","0","0","Clusters of cases","5"
"Saint Lucia","15","0","0","0","Sporadic cases","4"
"Grenada","14","0","0","0","Clusters of cases","4"
"Saint Kitts and Nevis","14","2","0","0","Sporadic cases","0"
"Saint Vincent and theGrenadines","12","0","0","0","Sporadic cases","5"
"Suriname","10","0","1","0","Sporadic cases","12"
"Nicaragua","9","0","1","0","Pending","3"
"","Territories**","","","","",""
"Puerto Rico","974","51","51","6","Clusters of cases","0"
"Martinique","158","1","8","0","Clusters of cases","0"
"Guadeloupe","145","0","8","0","Clusters of cases","1"
"French Guiana","95","7","0","0","Clusters of cases","0"
"Aruba","93","1","1","1","Clusters of cases","0"
"Bermuda","57","0","5","0","Clusters of cases","2"
"Cayman Islands","54","0","1","0","Clusters of cases","1"
"Sint Maarten","53","1","9","0","Clusters of cases","0"
