"V1","V2","V3","V4","V5","V6","V7"
"","Total","Total","","Total","",""
"Reporting Country/","","","Total","","Transmission","Days since last"
"Territory/Area  †","confirmed","confirmed","deaths","new","classification§","reported case"
"","‡ cases","new cases","","deaths","",""
"Western Pacific Region","","","","","",""
"China","83797","52","3352","0","Clusters of cases","0"
"Republic of Korea","10613","22","229","4","Clusters of cases","0"
"Japan","8582","482","136","17","Clusters of cases","0"
"Australia","6458","42","63","2","Clusters of cases","0"
"Philippines","5453","230","349","14","Clusters of cases","0"
"Malaysia","5072","85","83","1","Clusters of cases","0"
"Singapore","3699","447","10","0","Clusters of cases","0"
"New Zealand","1084","6","9","0","Clusters of cases","0"
"Viet Nam","267","1","0","0","Clusters of cases","0"
"Brunei Darussalam","136","0","1","0","Sporadic cases","5"
"Cambodia","122","0","0","0","Sporadic cases","4"
"Mongolia","30","0","0","0","Sporadic cases","1"
"Lao People's","19","0","0","0","Sporadic cases","3"
"Democratic Republic","","","","","",""
"Fiji","16","0","0","0","Sporadic cases","5"
"Papua New Guinea","2","0","0","0","Sporadic cases","7"
"Territories**","","","","","",""
"Guam","135","0","5","0","Clusters of cases","1"
"French Polynesia","55","0","0","0","Sporadic cases","2"
"New Caledonia","18","0","0","0","Sporadic cases","13"
"Northern Mariana","13","0","2","0","Pending","1"
"Islands","","","","","",""
"(Commonwealth of","","","","","",""
"the)","","","","","",""
"European Region","","","","","",""
"Spain","177633","5092","18579","523","Pending","0"
"Italy","165155","2667","21647","578","Pending","0"
"Germany","130450","2866","3569","315","Pending","0"
"France","105155","2622","17146","1438","Pending","0"
"The United Kingdom","98480","4603","12868","761","Pending","0"
"Turkey","69392","4281","1518","115","Community","0"
"","","","","","transmission",""
"Belgium","33573","2454","4440","283","Pending","0"
"Netherlands","28153","734","3134","189","Pending","0"
"Russian Federation","27938","3448","232","34","Clusters of cases","0"
"Switzerland","26336","583","973","73","Community","0"
"","","","","","transmission",""
"Portugal","18091","643","599","32","Pending","0"
"Austria","14370","136","393","9","Pending","0"
"Ireland","12547","1068","444","38","Pending","0"
"Israel","12200","332","126","9","Pending","0"
