"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Belarus","45 116","861","248","5","Community transmission","0"
"Sweden","40 803","2 214","4 542","74","Community transmission","0"
"Portugal","33 261","366","1 447","11","Community transmission","0"
"Switzerland","30 810","19","1 659","3","Community transmission","0"
"Ukraine","25 411","588","748","13","Community transmission","0"
"Ireland","25 111","45","1 659","1","Community transmission","0"
"Poland","24 395","0","1 092","0","Community transmission","1"
"Romania","19 669","152","1 288","9","Community transmission","0"
"Israel","17 219","0","287","0","Pending","2"
"Austria","16 705","31","670","1","Community transmission","0"
"Kazakhstan","12 067","271","48","4","Clusters of cases","0"
"Denmark","11 771","37","580","0","Community transmission","0"
"Serbia","11 523","69","245","0","Pending","0"
"Armenia","11 221","697","176","6","Community transmission","0"
"Czechia","9 438","74","324","1","Clusters of cases","0"
"Republic of Moldova","8 795","247","314","5","Community transmission","0"
"Norway","8 446","0","237","0","Clusters of cases","1"
"Finland","6 911","24","321","1","Pending","0"
"Azerbaijan","6 260","325","76","5","Clusters of cases","0"
"Tajikistan","4 191","91","48","1","Pending","0"
"Luxembourg","4 020","0","110","0","Clusters of cases","1"
"Hungary","3 931","0","534","0","Community transmission","1"
"Uzbekistan","3 874","156","16","1","Clusters of cases","0"
"Greece","2 937","19","179","0","Clusters of cases","0"
