"V1","V2","V3","V4","V5","V6","V7"
"Mozambique","31","2","0","0","Sporadic cases","0"
"Sierra Leone","26","11","0","0","Sporadic cases","0"
"Zimbabwe","24","1","3","0","Sporadic cases","0"
"Angola","19","0","2","0","Sporadic cases","9"
"Eswatini","19","3","1","0","Sporadic cases","0"
"Malawi","17","1","2","0","Sporadic cases","0"
"Namibia","16","0","0","0","Sporadic cases","12"
"Botswana","15","0","1","0","Sporadic cases","1"
"Central African","12","0","0","0","Sporadic cases","1"
"Republic","","","","","",""
"Seychelles","11","0","0","0","Sporadic cases","11"
"Gambia","9","0","1","0","Sporadic cases","6"
"Mauritania","7","0","1","0","Sporadic cases","7"
"Burundi","5","0","0","0","Sporadic cases","5"
"São Tomé and","4","0","0","0","Pending","11"
"Príncipe","","","","","",""
"South Sudan","4","0","0","0","Pending","6"
"Territories**","","","","","",""
"Réunion","402","8","0","0","Clusters of cases","0"
"Mayotte","245","12","4","1","Clusters of cases","0"
"Subtotal for all","","","","","",""
"","2 159495","85678","146075","6710","",""
"Regions","","","","","",""
"International","","","","","",""
"conveyance (Diamond","712","0","13","0","Not Applicable††","33"
"Princess)","","","","","",""
"Grand total","2 160207","85678","146088","6710","",""
