"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Oman","7 770","0","37","0","Clusters of cases","1"
"Morocco","7 532","99","200","1","Clusters of cases","0"
"Iraq","4 632","163","163","3","Clusters of cases","0"
"Sudan","3 976","150","170","5","Community transmission","0"
"Djibouti","2 468","198","14","4","Clusters of cases","0"
"Somalia","1 689","95","66","5","Sporadic cases","0"
"Lebanon","1 119","5","26","0","Clusters of cases","0"
"Tunisia","1 051","0","48","0","Community transmission","1"
"Jordan","711","3","9","0","Clusters of cases","0"
"Yemen","237","11","45","2","Pending","0"
"Syrian Arab Republic","106","20","4","0","Community transmission","0"
"Libya","75","0","3","0","Clusters of cases","2"
"Territoriesii","","","","","",""
"occupied Palestinian territory","602","0","5","0","Clusters of cases","3"
"Europe","","","","","",""
"Russian Federation","362 342","8 915","3 807","174","Clusters of cases","0"
"The United Kingdom","261 188","1 625","36 914","121","Community transmission","0"
"Spain","235 400","-  372","26 834","- 1 918","Community transmission","0"
"Italy","230 158","300","32 877","92","Community transmission","0"
"Germany","179 002","432","8 302","45","Community transmission","0"
"Turkey","157 814","987","4 369","29","Community transmission","0"
"France","142 482","278","28 379","64","Community transmission","0"
"Belgium","57 342","250","9 312","32","Community transmission","0"
"Netherlands","45 445","209","5 830","8","Community transmission","0"
