"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Italy","228 006","642","32 486","156","Community transmission","0"
"Germany","177 212","460","8 174","27","Community transmission","0"
"Turkey","153 548","961","4 249","27","Community transmission","0"
"France","141 590","278","28 164","83","Community transmission","0"
"Belgium","56 235","252","9 186","36","Community transmission","0"
"Netherlands","44 700","253","5 775","27","Community transmission","0"
"Belarus","34 303","932","190","5","Community transmission","0"
"Sweden","32 172","649","3 871","40","Community transmission","0"
"Switzerland","30 611","36","1 637","8","Community transmission","0"
"Portugal","29 912","252","1 277","14","Community transmission","0"
"Ireland","24 391","76","1 583","12","Community transmission","0"
"Ukraine","20 148","442","588","9","Community transmission","0"
"Poland","20 143","404","972","10","Community transmission","0"
"Romania","17 585","198","1 151","10","Community transmission","0"
"Israel","16 690","31","279","1","Pending","0"
"Austria","16 332","57","633","0","Community transmission","0"
"Denmark","11 182","65","561","7","Community transmission","0"
"Serbia","10 919","86","237","2","Pending","0"
"Czechia","8 754","33","306","2","Clusters of cases","0"
"Norway","8 268","0","234","0","Clusters of cases","1"
"Kazakhstan","7 597","363","35","0","Pending","0"
"Republic of Moldova","6 704","151","233","1","Pending","0"
"Finland","6 493","50","306","2","Pending","0"
