"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Bermuda","142","1","9","0","Clusters of cases","0"
"Aruba","101","0","3","0","No cases","39"
"Sint Maarten","77","0","15","0","Sporadic cases","8"
"United States Virgin Islands","72","0","6","0","Clusters of cases","3"
"Saint Martin","41","0","3","0","Sporadic cases","14"
"Curaçao","22","0","1","0","Sporadic cases","3"
"Falkland Islands (Malvinas)","13","0","0","0","Clusters of cases","49"
"Turks and Caicos Islands","12","0","1","0","Sporadic cases","47"
"Montserrat","11","0","1","0","Sporadic cases","61"
"British Virgin Islands","8","0","1","0","Sporadic cases","29"
"Bonaire, Sint Eustatius and Saba","7","0","0","0","No cases","19"
"Saint Barthélemy","6","0","0","0","Sporadic cases","75"
"Anguilla","3","0","0","0","Sporadic cases","71"
"Saint Pierre and Miquelon","1","0","0","0","Sporadic cases","67"
"Eastern Mediterranean","","","","","",""
"Iran (Islamic Republic of)","184 955","2 410","8 730","71","Community transmission","0"
"Pakistan","139 230","6 825","2 632","81","Clusters of cases","0"
"Saudi Arabia","123 308","3 366","932","39","Clusters of cases","0"
"Qatar","78 416","1 828","70","0","Community transmission","0"
"Egypt","42 980","1 677","1 484","62","Clusters of cases","0"
"United Arab Emirates","41 990","491","288","1","Pending","0"
"Kuwait","35 466","514","289","4","Clusters of cases","0"
"Afghanistan","24 766","664","471","20","Clusters of cases","0"
"Oman","22 077","1 006","99","3","Clusters of cases","0"
