"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Africa","","","","","",""
"South Africa","12 739","665","238","19","Community transmission","0"
"Algeria","6 442","189","529","7","Community transmission","0"
"Ghana","5 530","122","24","0","Community transmission","0"
"Nigeria","5 162","191","167","3","Community transmission","0"
"Cameroon","2 954","154","139","3","Community transmission","0"
"Guinea","2 473","101","14","0","Community transmission","0"
"Senegal","2 189","84","23","1","Community transmission","0"
"Côte d’Ivoire","1 971","59","24","0","Community transmission","0"
"Democratic Republic of the Congo","1 298","56","50","0","Community transmission","0"
"Gabon","1 104","100","10","1","Community transmission","0"
"Guinea-Bissau","913","77","3","0","Community transmission","0"
"Niger","876","16","50","1","Community transmission","0"
"Mali","779","21","46","2","Community transmission","0"
"Burkina Faso","773","0","51","0","Community transmission","1"
"Kenya","758","21","42","2","Community transmission","0"
"Zambia","654","208","7","0","Community transmission","0"
"Equatorial Guinea","594","11","7","0","Community transmission","0"
"United Republic of Tanzania","509","0","21","0","Community transmission","7"
"Sierra Leone","408","21","26","5","Clusters of cases","0"
"Chad","399","27","46","4","Community transmission","0"
"Congo","391","50","15","4","Community transmission","0"
