"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Sierra Leone","225","26","14","3","Clusters of cases","0"
"Cabo Verde","191","5","2","0","Sporadic cases","0"
"Liberia","178","8","20","0","Clusters of cases","0"
"São Tomé and Príncipe","174","3","3","0","Sporadic cases","0"
"Chad","170","0","17","0","Sporadic cases","1"
"Ethiopia","162","17","4","0","Clusters of cases","0"
"Zambia","139","2","4","0","Sporadic cases","0"
"Togo","128","0","9","0","Clusters of cases","1"
"Eswatini","123","4","2","1","Sporadic cases","0"
"Benin","102","0","2","0","Sporadic cases","1"
"Uganda","98","1","0","0","Sporadic cases","0"
"Central African Republic","94","0","0","0","Sporadic cases","2"
"Mozambique","81","1","0","0","Sporadic cases","0"
"South Sudan","58","9","0","0","Sporadic cases","0"
"Malawi","43","2","3","0","Sporadic cases","0"
"Eritrea","39","0","0","0","Sporadic cases","18"
"Angola","36","0","2","0","Sporadic cases","1"
"Zimbabwe","34","0","4","0","Sporadic cases","5"
"Botswana","23","0","1","0","Sporadic cases","8"
"Burundi","19","0","1","0","Sporadic cases","4"
"Gambia","17","0","1","0","Sporadic cases","4"
"Namibia","16","0","0","0","Sporadic cases","31"
"Seychelles","11","0","0","0","Sporadic cases","30"
