"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"New Zealand","1 148","1","21","0","Clusters of cases","0"
"Viet Nam","288","0","0","0","Clusters of cases","7"
"Brunei Darussalam","141","0","1","0","Clusters of cases","7"
"Cambodia","122","0","0","0","Sporadic cases","33"
"Mongolia","98","56","0","0","Sporadic cases","0"
"Lao People's Democratic Republic","19","0","0","0","Sporadic cases","32"
"Fiji","18","0","0","0","Sporadic cases","24"
"Papua New Guinea","8","0","0","0","Sporadic cases","22"
"Territoriesii","","","","","",""
"Guam","149","1","5","0","Clusters of cases","0"
"French Polynesia","60","0","0","0","Sporadic cases","9"
"Northern Mariana Islands","","","","","",""
"(Commonwealth of the)","19","0","2","0","Pending","3"
"New Caledonia","18","0","0","0","Sporadic cases","42"
"Subtotal for all regions","4 337 946","90 269","297 106","5 073","",""
"Other*","712","0","13","0 -","","60"
"Grand total","4 338 658","90 269","297 119","5 073","",""
