"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Bahrain","16 667","467","32","3","Clusters of cases","0"
"Iraq","15 414","1 146","426","34","Clusters of cases","0"
"Morocco","8 508","71","211","1","Clusters of cases","0"
"Sudan","6 582","155","401","12","Community transmission","0"
"Djibouti","4 373","42","34","0","Clusters of cases","0"
"Somalia","2 452","36","85","0","Sporadic cases","0"
"Lebanon","1 388","20","30","0","Clusters of cases","0"
"Tunisia","1 087","0","49","0","Community transmission","7"
"Jordan","863","18","9","0","Clusters of cases","0"
"Yemen","564","36","130","2","Pending","0"
"Libya","378","46","5","0","Clusters of cases","0"
"Syrian Arab Republic","152","6","6","0","Community transmission","0"
"Territoriesii","","","","","",""
"occupied Palestinian territory","665","4","5","0","Clusters of cases","0"
"Europe","","","","","",""
"Russian Federation","502 436","8 779","6 532","174","Clusters of cases","0"
"The United Kingdom","290 147","1 003","41 128","245","Community transmission","0"
"Spain","242 280","314","27 136","0","Community transmission","0"
"Italy","235 763","202","34 114","71","Community transmission","0"
"Germany","185 416","555","8 755","26","Community transmission","0"
"Turkey","173 036","922","4 746","17","Community transmission","0"
"France","151 145","397","29 257","23","Community transmission","0"
"Belgium","59 569","132","9 629","10","Community transmission","0"
"Belarus","51 066","801","288","6","Community transmission","0"
