"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Benin","339","0","2","0","Community transmission","1"
"Mauritius","332","0","10","0","Clusters of cases","19"
"Cabo Verde","326","11","2","0","Clusters of cases","0"
"Central African Republic","301","80","0","0","Sporadic cases","0"
"Ethiopia","287","15","5","0","Clusters of cases","0"
"Rwanda","287","0","0","0","Sporadic cases","2"
"Togo","263","25","11","0","Community transmission","0"
"Madagascar","238","8","0","0","Clusters of cases","0"
"South Sudan","231","0","1","0","Clusters of cases","1"
"Liberia","219","4","20","0","Community transmission","0"
"Uganda","203","43","0","0","Sporadic cases","0"
"Eswatini","190","3","2","0","Clusters of cases","0"
"São Tomé and Príncipe","166","0","7","0","Clusters of cases","1"
"Mozambique","119","4","0","0","Clusters of cases","0"
"Malawi","63","0","3","0","Clusters of cases","2"
"Angola","48","0","2","0","Clusters of cases","1"
"Zimbabwe","42","5","4","0","Sporadic cases","0"
"Eritrea","39","0","0","0","Sporadic cases","27"
"Mauritania","29","13","3","1","Sporadic cases","0"
"Burundi","27","0","1","0","Clusters of cases","3"
"Botswana","24","0","1","0","Clusters of cases","4"
"Gambia","23","0","1","0","Sporadic cases","3"
"Namibia","16","0","0","0","Sporadic cases","40"
