"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Namibia","34","0","0","0","Sporadic cases","1"
"Seychelles","11","0","0","0","Clusters of cases","72"
"Lesotho","4","0","0","0","Sporadic cases","14"
"Territoriesii","","","","","",""
"Mayotte","2 345","12","29","0","Clusters of cases","0"
"Réunion","497","2","1","0","Clusters of cases","0"
"Americas","","","","","",""
"United States of America","2 126 027","27 921","116 702","722","Community transmission","0"
"Brazil","923 189","34 918","45 241","1 282","Community transmission","0"
"Peru","237 156","4 164","7 056","196","Community transmission","0"
"Chile","220 628","36 179","3 615","232","Community transmission","0"
"Mexico","154 863","4 599","18 310","730","Community transmission","0"
"Canada","99 467","320","8 213","38","Community transmission","0"
"Colombia","54 931","1 868","1 801","75","Community transmission","0"
"Ecuador","48 490","547","4 007","37","Community transmission","0"
"Argentina","34 159","1 374","886","24","Community transmission","0"
"Dominican Republic","24 105","419","633","18","Community transmission","0"
"Panama","21 962","540","457","9","Community transmission","0"
"Bolivia (Plurinational State of)","19 883","810","659","27","Community transmission","0"
"Guatemala","10 706","434","418","19","Community transmission","0"
"Honduras","9 656","478","330","8","Community transmission","0"
"Haiti","4 547","106","80","4","Community transmission","0"
"El Salvador","4 066","125","79","3","Community transmission","0"
"Venezuela (Bolivarian Republic of)","3 150","88","27","1","Community transmission","0"
