"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"erritoriesii","","","","","",""
"Kosovo[1]","870","8","28","0","Community transmission","0"
"Isle of Man","329","0","23","0","Pending","1"
"Jersey","293","0","25","0","Pending","4"
"Guernsey","252","0","13","0","Community transmission","7"
"Faroe Islands","187","0","0","0","Pending","16"
"Gibraltar","146","2","0","0","Clusters of cases","0"
"Greenland","11","0","0","0","Pending","34"
"South-East Asia","","","","","",""
"India","62 939","3277","2109","128","Clusters of cases","0"
"Bangladesh","13 770","636","214","8","Clusters of cases","0"
"Indonesia","13 645","533","959","16","Community transmission","0"
"Thailand","3009","5","56","0","Clusters of cases","0"
"Sri Lanka","847","12","9","0","Clusters of cases","0"
"Maldives","785","41","3","0","Clusters of cases","0"
"Myanmar","178","1","6","0","Clusters of cases","0"
"Nepal","110","1","0","0","Sporadic cases","0"
"Timor-Leste","24","0","0","0","Clusters of cases","16"
"Bhutan","7","0","0","0","Sporadic cases","17"
"Western Pacific","","","","","",""
"China","84 430","14","4643","0","Clusters of cases","0"
"Singapore","22 460","753","20","0","Clusters of cases","0"
"Japan","15 747","104","613","13","Clusters of cases","0"
"Republic of Korea","10 874","34","256","0","Clusters of cases","0"
