"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Netherlands","47 574","239","6 013","2","Community transmission","0"
"Sweden","44 730","843","4 659","3","Community transmission","0"
"Portugal","34 493","142","1 479","5","Community transmission","0"
"Switzerland","30 882","9","1 660","0","Community transmission","0"
"Ukraine","27 462","463","797","9","Community transmission","0"
"Poland","26 561","575","1 157","4","Community transmission","0"
"Ireland","25 201","18","1 679","9","Community transmission","0"
"Romania","20 479","189","1 326","8","Community transmission","0"
"Israel","17 783","77","294","2","Pending","0"
"Austria","16 868","46","672","0","Community transmission","0"
"Armenia","13 325","195","211","11","Community transmission","0"
"Kazakhstan","12 859","165","56","2","Clusters of cases","0"
"Denmark","11 948","24","589","2","Community transmission","0"
"Serbia","11 823","82","249","1","Pending","0"
"Republic of Moldova","9 700","189","346","11","Community transmission","0"
"Czechia","9 628","61","327","0","Clusters of cases","0"
"Norway","8 504","0","238","0","Clusters of cases","2"
"Azerbaijan","7 553","314","88","4","Clusters of cases","0"
"Finland","6 981","17","323","1","Pending","0"
"Tajikistan","4 529","76","48","0","Pending","0"
"Uzbekistan","4 352","171","17","0","Clusters of cases","0"
"Luxembourg","4 039","4","110","0","Clusters of cases","0"
"Hungary","3 970","0","542","0","Community transmission","2"
"North Macedonia","3 028","113","153","2","Clusters of cases","0"
