"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Netherlands","47 739","165","6 016","3","Community transmission","0"
"Sweden","45 133","403","4 694","35","Community transmission","0"
"Portugal","34 885","392","1 485","6","Community transmission","0"
"Switzerland","30 889","7","1660","0","Community transmission","0"
"Ukraine","27 856","394","810","13","Community transmission","0"
"Poland","27 160","599","1 166","9","Community transmission","0"
"Ireland","25 207","6","1 683","4","Community transmission","0"
"Romania","20 604","125","1 334","8","Community transmission","0"
"Israel","17 915","132","295","1","Pending","0"
"Austria","16 889","21","672","0","Community transmission","0"
"Armenia","13 675","350","217","6","Community transmission","0"
"Kazakhstan","13 074","215","58","2","Clusters of cases","0"
"Denmark","11 962","14","593","4","Community transmission","0"
"Serbia","11 896","73","250","1","Pending","0"
"Republic of Moldova","9 807","107","359","13","Community transmission","0"
"Czechia","9 697","69","328","1","Clusters of cases","0"
"Norway","8 547","43","239","1","Clusters of cases","0"
"Azerbaijan","7 876","323","93","5","Clusters of cases","0"
"Finland","7 001","20","323","0","Pending","0"
"Tajikistan","4 609","80","48","0","Pending","0"
"Uzbekistan","4 448","96","18","1","Clusters of cases","0"
"Luxembourg","4 040","1","110","0","Clusters of cases","0"
"Hungary","4 014","44","548","6","Community transmission","0"
"North Macedonia","3 155","127","156","3","Clusters of cases","0"
