"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Namibia","34","2","0","0","Sporadic cases","0"
"Seychelles","11","0","0","0","Clusters of cases","71"
"Lesotho","4","0","0","0","Sporadic cases","13"
"Territoriesii","","","","","",""
"Mayotte","2 333","23","29","1","Clusters of cases","0"
"Réunion","495","-  1","1","0","Clusters of cases","0"
"Americas","","","","","",""
"United States of America","2 098 106","18 514","115 980","496","Community transmission","0"
"Brazil","888 271","20 647","43 959","627","Community transmission","0"
"Peru","232 992","3 256","6 860","172","Community transmission","0"
"Chile","184 449","5 013","3 383","21","Community transmission","0"
"Mexico","150 264","3 427","17 580","439","Community transmission","0"
"Canada","99 147","360","8 175","29","Community transmission","0"
"Colombia","53 063","2 124","1 726","59","Community transmission","0"
"Ecuador","47 943","621","3 970","41","Community transmission","0"
"Argentina","32 785","1 208","862","20","Community transmission","0"
"Dominican Republic","23 686","415","615","10","Community transmission","0"
"Panama","21 422","736","448","11","Community transmission","0"
"Bolivia (Plurinational State of)","19 073","614","632","21","Community transmission","0"
"Guatemala","10 272","427","399","15","Community transmission","0"
"Honduras","9 178","320","322","10","Community transmission","0"
"Haiti","4 441","132","76","3","Community transmission","0"
"El Salvador","3 941","115","76","2","Community transmission","0"
"Venezuela (Bolivarian Republic of)","3 062","84","26","1","Community transmission","0"
