"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Belarus","38 059","915","208","4","Community transmission","0"
"Sweden","34 440","597","4 125","96","Community transmission","0"
"Portugal","31 007","219","1 342","12","Community transmission","0"
"Switzerland","30 678","15","1 647","6","Community transmission","0"
"Ireland","24 735","37","1 615","9","Community transmission","0"
"Poland","22 074","443","1 024","17","Community transmission","0"
"Ukraine","21 905","321","658","14","Community transmission","0"
"Romania","18 429","146","1 210","13","Community transmission","0"
"Israel","16 743","23","281","1","Pending","0"
"Austria","16 497","38","643","2","Community transmission","0"
"Denmark","11 428","41","563","0","Community transmission","0"
"Serbia","11 227","34","239","0","Pending","0"
"Kazakhstan","9 304","335","37","2","Pending","0"
"Czechia","9 050","48","317","0","Clusters of cases","0"
"Norway","8 364","12","235","0","Clusters of cases","0"
"Armenia","7 774","372","98","7","Community transmission","0"
"Republic of Moldova","7 305","156","273","8","Community transmission","0"
"Finland","6 628","29","312","4","Pending","0"
"Azerbaijan","4 403","132","52","1","Clusters of cases","0"
"Luxembourg","3 995","2","110","0","Pending","0"
"Hungary","3 793","22","505","6","Community transmission","0"
"Uzbekistan","3 333","72","14","1","Clusters of cases","0"
"Tajikistan","3 266","166","47","1","Pending","0"
"Greece","2 892","10","173","1","Clusters of cases","0"
