"V1","V2","V3","V4","V5","V6","V7"
"Switzerland","29081","103","1352","16","Communitytransmission","0"
"Portugal","24027","163","928","25","Pending","0"
"Ireland","19648","386","1102","15","Communitytransmission","0"
"Sweden","18926","286","2274","80","Communitytransmission","0"
"Israel","15466","68","202","3","Pending","0"
"Austria","15256","67","549","7","Communitytransmission","0"
"Belarus","12208","1745","79","7","Clusters of cases","0"
"Poland","11902","285","562","27","Communitytransmission","0"
"Romania","11339","303","631","23","Communitytransmission","0"
"Ukraine","9410","401","239","19","Communitytransmission","0"
"Denmark","8698","123","427","5","Pending","0"
"Serbia","8275","233","162","6","Pending","0"
"Norway","7533","28","193","0","Pending","0"
"Czechia","7449","45","223","2","Communitytransmission","0"
"Finland","4695","119","193","3","Pending","0"
"Luxembourg","3729","6","88","0","Pending","0"
"Republic of Moldova","3481","73","103","7","Pending","0"
"Kazakhstan","2982","191","25","0","Pending","0"
"Hungary","2649","66","291","11","Clusters of cases","0"
"Greece","2534","28","136","6","Communitytransmission","0"
"Croatia","2039","9","59","4","Communitytransmission","0"
"Uzbekistan","1924","37","8","0","Clusters of cases","0"
"Armenia","1867","59","30","1","Clusters of cases","0"
"Iceland","1792","0","10","0","Communitytransmission","1"
"Azerbaijan","1678","33","22","1","Clusters of cases","0"
"Estonia","1647","4","50","1","Pending","0"
"Bosnia andHerzegovina","1564","48","60","2","Communitytransmission","0"
"Lithuania","1449","0","41","0","Communitytransmission","1"
"Slovenia","1407","0","83","1","Communitytransmission","1"
"North Macedonia","1399","13","65","4","Clusters of cases","0"
"Slovakia","1381","2","18","0","Clusters of cases","0"
"Bulgaria","1363","63","58","2","Pending","0"
"Cyprus","822","5","20","3","Clusters of cases","0"
"Latvia","818","6","13","1","Communitytransmission","0"
"Andorra","748","8","40","0","Communitytransmission","0"
"Albania","736","10","28","0","Clusters of cases","0"
