"V1","V2","V3","V4","V5","V6","V7"
"Thailand","2067","89","20","1","Local transmission","0"
"Sri Lanka","159","8","5","1","Local transmission","0"
"Bangladesh","70","9","8","2","Local transmission","0"
"Myanmar","20","0","1","0","Local transmission","1"
"Maldives","19","0","0","0","Local transmission","2"
"Nepal","9","3","0","0","Local transmission","0"
"Bhutan","5","0","0","0","Imported cases only","2"
"Timor-Leste","1","0","0","0","Imported cases only","15"
"","Eastern Mediterranean Region","","","","",""
"Iran (Islamic Republicof)","55743","2560","3452","158","Local transmission","0"
"Pakistan","2880","430","45","10","Local transmission","0"
"Saudi Arabia","2370","331","29","4","Local transmission","0"
"United Arab Emirates","1505","241","10","1","Local transmission","0"
"Qatar","1325","250","3","0","Local transmission","0"
"Egypt","1070","85","71","5","Local transmission","0"
"Morocco","960","116","66","16","Local transmission","0"
"Iraq","878","58","56","2","Local transmission","0"
"Bahrain","688","15","4","0","Local transmission","0"
"Kuwait","556","77","1","0","Local transmission","0"
"Tunisia","553","58","19","1","Local transmission","0"
"Lebanon","527","19","18","1","Local transmission","0"
"Jordan","323","13","5","0","Local transmission","0"
"Afghanistan","299","29","7","2","Local transmission","0"
"Oman","298","21","2","1","Local transmission","0"
"Djibouti","51","1","0","0","Local transmission","0"
"Libya","17","0","1","0","Local transmission","1"
"Syrian Arab Republic","16","0","2","0","Local transmission","2"
"Sudan","10","0","2","0","Local transmission","1"
"Somalia","7","0","0","0","Local transmission","1"
"","Territories**","","","","",""
"occupied Palestinianterritory","217","24","1","0","Local transmission","0"
"","Region of the Americas","","","","",""
"United States ofAmerica","273808","32105","7020","1166","Local transmission","0"
"Canada","12938","1206","214","62","Local transmission","0"
"Brazil","9056","1146","359","60","Local transmission","0"
"Chile","4161","424","27","5","Local transmission","0"
"Ecuador","3465","302","172","52","Local transmission","0"
"Mexico","1688","178","60","10","Local transmission","0"
"Panama","1673","198","41","4","Local transmission","0"
"Peru","1595","181","61","10","Local transmission","0"
"Dominican Republic","1488","0","68","0","Local transmission","1"
"Argentina","1353","88","42","5","Local transmission","0"
"Colombia","1267","106","25","6","Local transmission","0"
"Costa Rica","416","20","2","0","Local transmission","0"
"Uruguay","386","17","4","0","Local transmission","0"
"Cuba","288","19","6","0","Local transmission","0"
"Honduras","264","42","15","0","Local transmission","0"
