"V1","V2","V3","V4","V5","V6","V7"
"Suriname","8","0","0","0","Imported cases only","1"
"Antigua and Barbuda","7","0","0","0","Imported cases only","1"
"Grenada","7","0","0","0","Local transmission","2"
"Guyana","5","0","1","0","Local transmission","10"
"Nicaragua","4","2","1","0","Imported cases only","0"
"Saint Lucia","3","0","0","0","Imported cases only","5"
"Belize","2","0","0","0","Local transmission","3"
"Saint Kitts and Nevis","2","0","0","0","Imported cases only","3"
"Saint Vincent and theGrenadines","1","0","0","0","Imported cases only","16"
"","Territories**","","","","",""
"Guadeloupe","96","0","2","0","Imported cases only","1"
"Martinique","93","0","1","0","Imported cases only","1"
"Puerto Rico","64","0","2","0","Imported cases only","2"
"Aruba","46","18","0","0","Local transmission","0"
"French Guiana","31","0","0","0","Local transmission","1"
"Bermuda","17","2","0","0","Local transmission","0"
"United States VirginIslands","17","0","0","0","Imported cases only","5"
"Saint Martin","6","0","0","0","Under investigation","1"
"Cayman Islands","8","0","1","0","Imported cases only","3"
"Curaçao","7","0","1","0","Imported cases only","2"
"Montserrat","5","0","0","0","Imported cases only","1"
"Saint Barthélemy","5","0","0","0","Under investigation","1"
"Sint Maarten","3","0","0","0","Imported cases only","1"
"Anguilla","2","0","0","0","Local transmission","2"
"British Virgin Islands","2","0","0","0","Imported cases only","2"
"Turks and CaicosIslands","2","0","0","0","Imported cases only","2"
"","African Region","","","","",""
"South Africa","1187","17","1","0","Local transmission","0"
"Algeria","409","42","26","1","Local transmission","0"
"Burkina Faso","146","0","3","0","Local transmission","3"
"Cote d’Ivoire","140","48","0","0","Local transmission","0"
"Ghana","137","0","4","0","Local transmission","1"
"Senegal","119","0","0","0","Local transmission","1"
"Mauritius","102","6","2","0","Local transmission","0"
"Cameroon","91","16","2","1","Local transmission","0"
"Democratic Republic ofthe Congo","68","10","6","2","Local transmission","0"
"Nigeria","65","0","1","0","Local transmission","2"
"Rwanda","60","6","0","0","Local transmission","0"
"Togo","28","3","0","0","Imported cases only","0"
"Madagascar","26","0","0","0","Imported cases only","1"
"Kenya","25","0","1","0","Local transmission","4"
"Congo","19","0","0","0","Imported cases only","1"
"Mali","18","9","0","0","Local transmission","0"
"Ethiopia","16","0","0","0","Imported cases only","1"
"Zambia","16","3","0","0","Local transmission","0"
"Uganda","14","0","0","0","Imported cases only","3"
"United Republic ofTanzania","14","1","0","0","Under investigation","0"
"Niger","10","0","1","0","Local transmission","2"
"Eswatini","9","0","0","0","Imported cases only","1"
