"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Bulgaria","2 259","24","112","2","Clusters of cases","0"
"Croatia","2 228","2","95","0","Community transmission","0"
"North Macedonia","1 817","25","104","3","Clusters of cases","0"
"Iceland","1 802","0","10","0","Community transmission","5"
"Estonia","1 784","10","64","1","Pending","0"
"Tajikistan","1 729","407","44","5","Pending","0"
"Lithuania","1 547","6","59","3","Community transmission","0"
"Slovakia","1 495","1","28","0","Clusters of cases","0"
"Slovenia","1 466","0","104","0","Clusters of cases","1"
"Kyrgyzstan","1 243","27","14","0","Clusters of cases","0"
"Latvia","1 009","1","19","0","Clusters of cases","0"
"Albania","948","0","31","0","Clusters of cases","1"
"Cyprus","917","1","17","0","Clusters of cases","0"
"Andorra","761","0","51","0","Community transmission","5"
"Georgia","702","1","12","0","Community transmission","0"
"San Marino","668","0","41","0","Community transmission","1"
"Malta","558","5","6","0","Sporadic cases","0"
"Montenegro","324","0","9","0","Clusters of cases","13"
"Monaco","96","0","1","0","Sporadic cases","8"
"Liechtenstein","83","0","1","0","Pending","23"
"Holy See","12","0","0","0","Sporadic cases","12"
"Territoriesii","","","","","",""
"Kosovo[1]","955","0","29","0","Community transmission","1"
"Isle of Man","335","0","24","0","Pending","1"
