"V1","V2","V3","V4","V5","V6","V7"
"Saint Lucia","17","2","0","0","Sporadic cases","0"
"Dominica","16","0","0","0","Clusters of cases","19"
"Saint Vincent and theGrenadines","16","1","0","0","Sporadic cases","0"
"Saint Kitts and Nevis","15","0","0","0","Sporadic cases","9"
"Nicaragua","13","0","3","0","Pending","3"
"Suriname","10","0","1","0","Sporadic cases","26"
"","Territories**","","","","",""
"Puerto Rico","1433","33","54","0","Clusters of cases","0"
"Martinique","175","0","14","0","Clusters of cases","3"
"Guadeloupe","151","2","11","0","Clusters of cases","0"
"French Guiana","125","1","1","0","Clusters of cases","0"
"Bermuda","111","1","6","0","Clusters of cases","0"
"Aruba","100","0","2","0","Clusters of cases","7"
"Sint Maarten","75","0","13","0","Clusters of cases","1"
"Cayman Islands","73","3","1","0","Clusters of cases","0"
"United States VirginIslands","62","3","4","0","Clusters of cases","0"
"Saint Martin","38","0","3","0","Sporadic cases","7"
"Curaçao","16","0","1","0","Sporadic cases","2"
"Falkland Islands(Malvinas)","13","0","0","0","Clusters of cases","4"
"Turks and CaicosIslands","12","0","1","0","Sporadic cases","2"
"Montserrat","11","0","1","0","Sporadic cases","16"
"Bonaire, Sint Eustatiusand Saba","6","0","0","0","Sporadic cases","2"
"British Virgin Islands","6","0","1","0","Sporadic cases","4"
"Saint Barthélemy","6","0","0","0","Sporadic cases","30"
"Anguilla","3","0","0","0","Sporadic cases","26"
"Saint Pierre andMiquelon","1","0","0","0","Sporadic cases","22"
"","African Region","","","","",""
"South Africa","5350","354","103","10","Communitytransmission","0"
"Algeria","3848","199","444","7","Communitytransmission","0"
"Cameroon","1806","101","59","1","Clusters of cases","0"
"Ghana","1671","0","16","0","Clusters of cases","1"
"Nigeria","1532","195","44","4","Communitytransmission","0"
"Guinea","1351","111","7","0","Communitytransmission","0"
"Côte d’Ivoire","1238","55","14","0","Clusters of cases","0"
"Senegal","882","59","9","0","Clusters of cases","0"
"Niger","713","4","32","1","Clusters of cases","0"
"Burkina Faso","638","0","42","0","Communitytransmission","1"
"Democratic Republicof the Congo","500","9","31","1","Clusters of cases","0"
"Mali","482","58","25","1","Clusters of cases","0"
