"V1","V2","V3","V4","V5","V6","V7"
"Luxembourg","38","0","1","0","Local transmission","2"
"Belarus","36","15","0","0","Local transmission","0"
"Cyprus","33","12","0","0","Imported cases only","0"
"Georgia","33","3","0","0","Imported cases only","0"
"Latvia","31","1","0","0","Imported cases only","0"
"Armenia","26","18","0","0","Local transmission","0"
"Republic of Moldova","23","11","0","0","Imported cases only","0"
"Malta","21","9","0","0","Imported cases only","0"
"Azerbaijan","19","0","0","0","Imported cases only","1"
"Bosnia andHerzegovina","18","0","0","0","Local transmission","1"
"Lithuania","14","5","0","0","Imported cases only","0"
"North Macedonia","13","0","0","0","Local transmission","1"
"Monaco","9","7","0","0","Under investigation","0"
"Liechtenstein","7","3","0","0","Imported cases only","0"
"Kazakhstan","6","0","0","0","Imported cases only","1"
"Turkey","5","0","0","0","Imported cases only","2"
"Uzbekistan","4","4","0","0","Under investigation","0"
"Ukraine","3","0","1","0","Local transmission","2"
"Andorra","2","0","0","0","Imported cases only","2"
"Holy See","1","0","0","0","Under investigation","10"
"","erritories**","","","","",""
"Faroe Islands","11","2","0","0","Imported cases only","0"
"Jersey","2","0","0","0","Imported cases only","3"
"Gibraltar","1","0","0","0","Under investigation","12"
"Guernsey","1","0","0","0","Imported cases only","6"
"","outh-East Asia Region","","","","",""
"Indonesia","117","0","4","0","Local transmission","1"
"India","114","7","2","0","Local transmission","0"
"Thailand","114","39","1","0","Local transmission","0"
"Sri Lanka","19","8","0","0","Local transmission","0"
"Maldives","13","3","0","0","Local transmission","0"
"Bangladesh","5","2","0","0","Local transmission","0"
"Bhutan","1","0","0","0","Imported cases only","10"
"Nepal","1","0","0","0","Imported cases only","52"
"","astern Mediterranean Region","","","","",""
"Iran (Islamic Republicof)","14991","2262","853","245","Local transmission","0"
"Qatar","401","64","0","0","Local transmission","0"
"Bahrain","221","10","1","1","Local transmission","0"
"Egypt","126","33","2","0","Local transmission","0"
"Iraq","124","31","9","0","Local transmission","0"
"Kuwait","112","0","0","0","Local transmission","1"
"Saudi Arabia","103","0","0","0","Local transmission","1"
"Lebanon","99","6","3","0","Local transmission","0"
"United Arab Emirates","98","13","0","0","Local transmission","0"
"Pakistan","52","24","0","0","Imported cases only","0"
"Morocco","28","10","1","0","Local transmission","0"
"Oman","22","2","0","0","Imported cases only","0"
"Tunisia","18","2","0","0","Local transmission","0"
"Afghanistan","16","6","0","0","Imported cases only","0"
"Jordan","6","5","0","0","Imported cases only","0"
"Sudan","1","0","1","1","Imported cases only","1"
"","erritories**","","","","",""
