"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Niger","1 020","4","67","1","Community transmission","0"
"Burkina Faso","899","4","53","0","Community transmission","0"
"Congo","883","0","27","0","Community transmission","2"
"Chad","854","1","74","0","Community transmission","0"
"Uganda","823","0","0","0","Sporadic cases","4"
"Cabo Verde","792","11","7","0","Clusters of cases","0"
"Mozambique","651","13","4","0","Clusters of cases","0"
"Rwanda","639","3","2","0","Sporadic cases","0"
"Benin","572","40","9","0","Community transmission","0"
"Malawi","572","8","6","0","Clusters of cases","0"
"Eswatini","563","43","4","0","Clusters of cases","0"
"Togo","537","0","13","0","Community transmission","1"
"Liberia","516","7","33","0","Community transmission","0"
"United Republic of Tanzania","509","0","21","0","Community transmission","41"
"Zimbabwe","401","10","4","0","Sporadic cases","0"
"Sao Tome and Principe","388","-  10","10","0","Clusters of cases","0"
"Mauritius","337","0","10","0","Clusters of cases","12"
"Comoros","197","0","3","0","Community transmission","1"
"Angola","155","13","7","1","Clusters of cases","0"
"Eritrea","131","10","0","0","Sporadic cases","0"
"Burundi","104","0","1","0","Clusters of cases","2"
"Botswana","79","19","1","0","Clusters of cases","0"
"Gambia","34","0","1","0","Sporadic cases","1"
