"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Netherlands","48 087","184","6 042","11","Community transmission","0"
"Sweden","46 814","890","4 795","78","Community transmission","0"
"Portugal","35 600","294","1 495","3","Community transmission","0"
"Switzerland","30 928","23","1 674","12","Community transmission","0"
"Ukraine","29 070","689","854","21","Community transmission","0"
"Poland","27 757","197","1 206","23","Community transmission","0"
"Ireland","25 231","16","1 695","4","Community transmission","0"
"Romania","20 945","196","1 360","15","Community transmission","0"
"Israel","18 268","179","299","1","Pending","0"
"Austria","16 936","34","673","1","Community transmission","0"
"Armenia","14 669","566","245","18","Community transmission","0"
"Kazakhstan","13 559","240","67","6","Clusters of cases","0"
"Serbia","12 031","66","251","1","Pending","0"
"Denmark","12 016","15","593","0","Community transmission","0"
"Republic of Moldova","10 321","296","371","4","Community transmission","0"
"Czechia","9 824","73","330","2","Clusters of cases","0"
"Norway","8 576","13","239","0","Clusters of cases","0"
"Azerbaijan","8 530","339","102","4","Clusters of cases","0"
"Finland","7 040","15","324","0","Pending","0"
"Tajikistan","4 763","73","48","0","Pending","0"
"Uzbekistan","4 695","148","19","1","Clusters of cases","0"
"Luxembourg","4 049","3","110","0","Clusters of cases","0"
"Hungary","4 027","10","551","1","Community transmission","0"
"North Macedonia","3 367","125","164","7","Clusters of cases","0"
