"V1","V2","V3","V4","V5","V6","V7"
"Somalia","1","0","0","0","Imported cases only","1"
"Sudan","1","0","1","0","Imported cases only","3"
"","erritories**","","","","",""
"occupied Palestinianterritory","41","2","0","0","Local transmission","0"
"","egion of the Americas","","","","",""
"United States ofAmerica","3536","1822","58","17","Local transmission","0"
"Canada","424","120","1","0","Local transmission","0"
"Brazil","234","34","0","0","Local transmission","0"
"Chile","156","81","0","0","Local transmission","0"
"Peru","86","15","0","0","Local transmission","0"
"Mexico","82","29","0","0","Imported cases only","0"
"Panama","69","26","1","0","Local transmission","0"
"Argentina","65","9","2","0","Local transmission","0"
"Ecuador","58","21","2","0","Local transmission","0"
"Colombia","45","11","0","0","Local transmission","0"
"Costa Rica","41","6","0","0","Local transmission","0"
"Venezuela (BolivarianRepublic of)","33","16","0","0","Imported cases only","0"
"Dominican Republic","21","16","1","1","Local transmission","0"
"Jamaica","12","2","0","0","Local transmission","0"
"Bolivia (PlurinationalState of)","11","0","0","0","Imported cases only","1"
"Paraguay","9","1","0","0","Local transmission","0"
"Honduras","8","6","0","0","Imported cases only","0"
"Guatemala","6","5","1","0","Imported cases only","0"
"Uruguay","6","2","0","0","Imported cases only","0"
"Cuba","5","1","0","0","Imported cases only","0"
"Trinidad and Tobago","5","3","0","0","Imported cases only","0"
"Guyana","4","0","1","0","Local transmission","2"
"Saint Lucia","2","0","0","0","Imported cases only","2"
"Antigua and Barbuda","1","0","0","0","Imported cases only","4"
"Bahamas","1","1","0","0","Local transmission","0"
"Saint Vincent and theGrenadines","1","0","0","0","Imported cases only","4"
"Suriname","1","0","0","0","Imported cases only","2"
"","erritories**","","","","",""
"Guadeloupe","18","12","0","0","Imported cases only","0"
"Martinique","16","0","0","0","Imported cases only","1"
"French Guiana","7","0","0","0","Imported cases only","3"
"Curacao","3","1","0","0","Imported cases only","0"
"Puerto Rico","3","0","0","0","Imported cases only","3"
"Saint Barthélemy","3","0","0","0","Under investigation","2"
"Aruba","2","2","0","0","Imported cases only","0"
"Saint Martin","2","0","0","0","Under investigation","15"
"United States VirginIslands","2","1","0","0","Imported cases only","0"
"Cayman Islands","1","0","1","0","Imported cases only","4"
"","frican Region","","","","",""
"South Africa","62","11","0","0","Local transmission","0"
"Algeria","60","11","4","0","Local transmission","0"
"Senegal","27","1","0","0","Local transmission","0"
"Burkina Faso","20","5","0","0","Imported cases only","0"
