"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Niger","1 016","36","66","0","Community transmission","0"
"Burkina Faso","895","1","53","0","Community transmission","0"
"Congo","883","0","27","0","Community transmission","1"
"Chad","853","3","74","1","Community transmission","0"
"Uganda","823","0","0","0","Sporadic cases","3"
"Cabo Verde","781","21","7","0","Clusters of cases","0"
"Mozambique","638","29","4","1","Clusters of cases","0"
"Rwanda","636","24","2","0","Sporadic cases","0"
"Malawi","564","8","6","0","Clusters of cases","0"
"Togo","537","6","13","0","Community transmission","0"
"Benin","532","49","9","0","Community transmission","0"
"Eswatini","520","14","4","0","Clusters of cases","0"
"Liberia","509","11","33","0","Community transmission","0"
"United Republic of Tanzania","509","0","21","0","Community transmission","40"
"Sao Tome and Principe","398","10","10","0","Clusters of cases","0"
"Zimbabwe","391","4","4","0","Sporadic cases","0"
"Mauritius","337","0","10","0","Clusters of cases","11"
"Comoros","197","21","3","1","Community transmission","0"
"Angola","142","0","6","0","Clusters of cases","1"
"Eritrea","121","12","0","0","Sporadic cases","0"
"Burundi","104","0","1","0","Clusters of cases","1"
"Botswana","60","0","1","0","Clusters of cases","4"
"Gambia","34","6","1","0","Sporadic cases","0"
