"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"French Guiana","210","13","1","0","Clusters of cases","0"
"Martinique","192","0","14","0","Clusters of cases","3"
"Guadeloupe","155","0","13","0","Clusters of cases","7"
"Bermuda","125","2","9","0","Clusters of cases","0"
"Aruba","101","0","3","0","Sporadic cases","14"
"Cayman Islands","94","0","1","0","Clusters of cases","3"
"Sint Maarten","78","0","15","0","Sporadic cases","6"
"United States Virgin Islands","69","0","6","0","Clusters of cases","9"
"Saint Martin","39","0","3","0","Sporadic cases","9"
"Curaçao","16","0","1","0","Sporadic cases","22"
"Falkland Islands (Malvinas)","13","0","0","0","Clusters of cases","24"
"Turks and Caicos Islands","12","0","1","0","Sporadic cases","22"
"Montserrat","11","0","1","0","Sporadic cases","36"
"British Virgin Islands","8","0","1","0","Sporadic cases","4"
"Bonaire, Sint Eustatius and Saba","6","0","0","0","Sporadic cases","22"
"Saint Barthélemy","6","0","0","0","Sporadic cases","50"
"Anguilla","3","0","0","0","Sporadic cases","46"
"Saint Pierre and Miquelon","1","0","0","0","Sporadic cases","42"
"Eastern Mediterranean","","","","","",""
"Iran (Islamic Republic of)","124 603","2 111","7 119","62","Community transmission","0"
"Saudi Arabia","59 854","2 509","329","0","Clusters of cases","0"
"Pakistan","45 184","1 218","985","46","Clusters of cases","0"
"Qatar","35 606","1 637","15","0","Community transmission","0"
