"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Bermuda","144","0","9","0","Clusters of cases","5"
"Aruba","101","0","3","0","No cases","45"
"Sint Maarten","77","0","15","0","Sporadic cases","14"
"United States Virgin Islands","73","0","6","0","Clusters of cases","3"
"Saint Martin","42","0","3","0","Sporadic cases","3"
"Curaçao","23","0","1","0","Sporadic cases","2"
"Falkland Islands (Malvinas)","13","0","0","0","No cases","55"
"Turks and Caicos Islands","12","0","1","0","No cases","53"
"Montserrat","11","0","1","0","No cases","67"
"British Virgin Islands","8","0","1","0","No cases","35"
"Bonaire, Sint Eustatius and Saba","7","0","0","0","No cases","25"
"Saint Barthélemy","6","0","0","0","No cases","81"
"Anguilla","3","0","0","0","No cases","77"
"Saint Pierre and Miquelon","1","0","0","0","No cases","73"
"Eastern Mediterranean","","","","","",""
"Iran (Islamic Republic of)","200 262","2 615","9 392","120","Community transmission","0"
"Pakistan","171 666","6 604","3 382","153","Clusters of cases","0"
"Saudi Arabia","150 292","4 301","1 184","45","Clusters of cases","0"
"Qatar","85 462","1 021","93","7","Community transmission","0"
"Egypt","52 211","1 774","2 017","79","Clusters of cases","0"
"United Arab Emirates","44 145","393","300","2","Pending","0"
"Kuwait","38 678","604","313","5","Clusters of cases","0"
"Afghanistan","28 297","419","548","0","Clusters of cases","0"
"Oman","27 670","852","125","6","Clusters of cases","0"
