"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Malta","599","15","6","0","Sporadic cases","0"
"Montenegro","324","0","9","0","Clusters of cases","16"
"Monaco","96","0","1","0","Sporadic cases","11"
"Liechtenstein","83","0","1","0","Pending","26"
"Holy See","12","0","0","0","Sporadic cases","15"
"Territoriesii","","","","","",""
"Kosovo[1]","1 003","14","29","0","Community transmission","0"
"Isle of Man","336","1","24","0","Pending","0"
"Jersey","306","3","29","1","Community transmission","0"
"Guernsey","252","0","13","0","Community transmission","19"
"Faroe Islands","187","0","0","0","Pending","28"
"Gibraltar","149","2","0","0","Clusters of cases","0"
"Greenland","11","0","0","0","Pending","46"
"South-East Asia","","","","","",""
"India","118 447","6 088","3 583","148","Clusters of cases","0"
"Bangladesh","28 511","1 773","408","22","Clusters of cases","0"
"Indonesia","20 162","973","1 278","36","Community transmission","0"
"Thailand","3 037","0","56","0","Clusters of cases","1"
"Maldives","1 216","30","4","0","Clusters of cases","0"
"Sri Lanka","1 055","27","9","0","Clusters of cases","0"
"Nepal","487","43","3","1","Sporadic cases","0"
"Myanmar","199","0","6","0","Clusters of cases","1"
"Timor-Leste","24","0","0","0","Clusters of cases","28"
