"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Namibia","25","1","0","0","Sporadic cases","0"
"Seychelles","11","0","0","0","Clusters of cases","56"
"Lesotho","2","0","0","0","Sporadic cases","10"
"Territoriesii","","","","","",""
"Mayotte","1 934","63","24","1","Clusters of cases","0"
"Réunion","473","2","1","0","Clusters of cases","0"
"Americas","","","","","",""
"United States of America","1 783 638","26 116","104 247","693","Community transmission","0"
"Brazil","514 849","16 409","29 314","480","Community transmission","0"
"Peru","164 476","8 805","4 506","135","Community transmission","0"
"Chile","105 159","5 471","1 113","59","Community transmission","0"
"Canada","91 351","835","7 305","213","Community transmission","0"
"Mexico","90 664","3152","9 930","151","Community transmission","0"
"Ecuador","39 098","0","3 358","0","Community transmission","1"
"Colombia","29 383","1 147","939","49","Community transmission","0"
"Dominican Republic","17 572","287","502","0","Community transmission","0"
"Argentina","16 851","637","541","11","Community transmission","0"
"Panama","13 463","445","336","6","Community transmission","0"
"Bolivia (Plurinational State of)","9 982","390","313","3","Community transmission","0"
"Honduras","5 202","108","212","11","Community transmission","0"
"Guatemala","5 087","348","108","6","Community transmission","0"
"El Salvador","2 582","65","46","0","Community transmission","0"
"Haiti","2 124","259","44","3","Community transmission","0"
"Cuba","2 083","38","83","0","Clusters of cases","0"
