"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Iraq","17 770","1 095","496","39","Clusters of cases","0"
"Bahrain","17 713","1 046","36","2","Clusters of cases","0"
"Morocco","8 610","73","212","1","Clusters of cases","0"
"Sudan","6 879","149","433","20","Community transmission","0"
"Djibouti","4 441","43","38","1","Clusters of cases","0"
"Somalia","2 513","0","85","0","Sporadic cases","1"
"Lebanon","1 422","20","31","0","Clusters of cases","0"
"Tunisia","1 093","6","49","0","Community transmission","0"
"Jordan","915","25","9","0","Clusters of cases","0"
"Yemen","636","41","140","3","Pending","0"
"Libya","409","16","6","1","Clusters of cases","0"
"Syrian Arab Republic","164","0","6","0","Community transmission","1"
"Territoriesii","","","","","",""
"occupied Palestinian territory","669","2","5","0","Clusters of cases","0"
"Europe","","","","","",""
"Russian Federation","520 129","8 706","6 829","114","Clusters of cases","0"
"The United Kingdom","292 954","1 541","41 481","202","Community transmission","0"
"Spain","243 209","502","27 136","0","Community transmission","0"
"Italy","236 305","163","34 223","56","Community transmission","0"
"Germany","186 022","348","8 781","18","Community transmission","0"
"Turkey","175 218","1 195","4 778","15","Community transmission","0"
"France","152 067","564","29 312","28","Community transmission","0"
"Belgium","59 819","108","9 646","10","Community transmission","0"
"Belarus","52 520","704","298","5","Community transmission","0"
