"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Bahrain","13 835","606","22","1","Clusters of cases","0"
"Iraq","9 846","1 006","285","14","Clusters of cases","0"
"Morocco","8 071","68","208","0","Clusters of cases","0"
"Sudan","5 865","151","347","14","Community transmission","0"
"Djibouti","4 123","69","26","0","Clusters of cases","0"
"Somalia","2 204","0","79","0","Sporadic cases","1"
"Lebanon","1 312","6","28","0","Clusters of cases","0"
"Tunisia","1 087","0","49","0","Community transmission","2"
"Jordan","784","19","9","0","Clusters of cases","0"
"Yemen","473","16","112","8","Pending","0"
"Libya","239","43","5","0","Clusters of cases","0"
"Syrian Arab Republic","124","0","6","0","Community transmission","1"
"Territoriesii","","","","","",""
"occupied Palestinian territory","643","0","5","0","Clusters of cases","1"
"Europe","","","","","",""
"Russian Federation","458 689","8 855","5 725","197","Clusters of cases","0"
"The United Kingdom","283 315","1 650","40 261","357","Community transmission","0"
"Spain","240 978","318","27 134","1","Community transmission","0"
"Italy","234 531","518","33 774","85","Community transmission","0"
"Germany","183 678","407","8 646","33","Community transmission","0"
"Turkey","168 340","930","4 648","18","Community transmission","0"
"France","149 495","554","29 053","46","Community transmission","0"
"Belgium","58 907","140","9 566","18","Community transmission","0"
"Netherlands","47 152","210","6 005","15","Community transmission","0"
