"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Benin","339","12","2","0","Community transmission","0"
"Mauritius","332","0","10","0","Clusters of cases","18"
"Cabo Verde","315","26","2","0","Clusters of cases","0"
"Rwanda","287","0","0","0","Sporadic cases","1"
"Ethiopia","272","9","5","0","Clusters of cases","0"
"Togo","238","19","11","0","Community transmission","0"
"South Sudan","231","37","1","1","Clusters of cases","0"
"Madagascar","230","18","0","0","Clusters of cases","0"
"Central African Republic","221","34","0","0","Sporadic cases","0"
"Liberia","215","2","20","0","Community transmission","0"
"Eswatini","187","0","2","0","Clusters of cases","1"
"São Tomé and Príncipe","166","1","7","0","Clusters of cases","0"
"Uganda","160","21","0","0","Sporadic cases","0"
"Mozambique","115","8","0","0","Clusters of cases","0"
"Malawi","63","0","3","0","Clusters of cases","1"
"Angola","48","3","2","0","Clusters of cases","0"
"Eritrea","39","0","0","0","Sporadic cases","26"
"Zimbabwe","37","0","4","0","Sporadic cases","2"
"Burundi","27","0","1","0","Clusters of cases","2"
"Botswana","24","0","1","0","Clusters of cases","3"
"Gambia","23","0","1","0","Sporadic cases","2"
"Mauritania","16","7","2","1","Sporadic cases","0"
"Namibia","16","0","0","0","Sporadic cases","39"
