"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Jersey","307","0","29","0","Community transmission","1"
"Guernsey","252","0","13","0","Community transmission","25"
"Faroe Islands","187","0","0","0","Pending","34"
"Gibraltar","154","0","0","0","Clusters of cases","3"
"Greenland","12","0","0","0","Pending","2"
"South-East Asia","","","","","",""
"India","158 333","6 566","4 531","194","Clusters of cases","0"
"Bangladesh","38 292","1 541","544","22","Clusters of cases","0"
"Indonesia","23 851","686","1 473","55","Community transmission","0"
"Thailand","3 065","11","57","0","Clusters of cases","0"
"Sri Lanka","1 469","150","10","0","Clusters of cases","0"
"Maldives","1 457","19","5","0","Clusters of cases","0"
"Nepal","886","114","4","0","Sporadic cases","0"
"Myanmar","206","0","6","0","Clusters of cases","1"
"Bhutan","28","1","0","0","Sporadic cases","0"
"Timor-Leste","24","0","0","0","Clusters of cases","34"
"Western Pacific","","","","","",""
"China","84 547","3","4 645","0","Clusters of cases","0"
"Singapore","32 876","533","23","0","Clusters of cases","0"
"Japan","16 683","32","867","9","Clusters of cases","0"
"Philippines","15 049","380","904","18","Community transmission","0"
"Republic of Korea","11 344","79","269","0","Clusters of cases","0"
"Malaysia","7 619","15","115","0","Clusters of cases","0"
