"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Africa","","","","","",""
"South Africa","6783","447","131","8","Community transmission","0"
"Algeria","4474","179","463","4","Community transmission","0"
"Nigeria","2388","0","85","0","Community transmission","1"
"Ghana","2169","0","18","0","Clusters of cases","1"
"Cameroon","2077","0","64","0","Clusters of cases","1"
"Guinea","1650","64","7","0","Community transmission","0"
"Côte d’Ivoire","1398","36","17","2","Clusters of cases","0"
"Senegal","1273","158","9","0","Clusters of cases","0"
"Niger","750","14","36","1","Clusters of cases","0"
"Democratic Republic of the","","","","","",""
"Congo","682","8","34","1","Clusters of cases","0"
"Burkina Faso","662","10","45","1","Community transmission","0"
"Mali","563","19","27","1","Clusters of cases","0"
"United Republic of Tanzania","480","0","18","0","Clusters of cases","4"
"Kenya","466","31","24","2","Clusters of cases","0"
"Gabon","335","0","5","0","Clusters of cases","1"
"Mauritius","332","0","10","0","Community transmission","7"
"Equatorial Guinea","315","0","2","0","Clusters of cases","5"
"Guinea-Bissau","292","32","2","1","Sporadic cases","0"
"Rwanda","259","4","0","0","Clusters of cases","0"
"Congo","229","0","10","0","Clusters of cases","2"
"Cabo Verde","165","13","2","0","Sporadic cases","0"
