"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Bahrain","15 417","654","27","1","Clusters of cases","0"
"Iraq","13 481","1 115","370","24","Clusters of cases","0"
"Morocco","8 302","78","208","0","Clusters of cases","0"
"Sudan","6 244","161","372","13","Community transmission","0"
"Djibouti","4 278","71","31","3","Clusters of cases","0"
"Somalia","2 368","34","84","1","Sporadic cases","0"
"Lebanon","1 350","19","30","0","Clusters of cases","0"
"Tunisia","1 087","0","49","0","Community transmission","5"
"Jordan","831","23","9","0","Clusters of cases","0"
"Yemen","500","12","113","0","Pending","0"
"Libya","332","76","5","0","Clusters of cases","0"
"Syrian Arab Republic","144","3","6","0","Community transmission","0"
"Territoriesii","","","","","",""
"occupied Palestinian territory","652","9","5","0","Clusters of cases","0"
"Europe","","","","","",""
"Russian Federation","485 253","8 595","6 142","171","Clusters of cases","0"
"The United Kingdom","287 403","1 205","40 597","55","Community transmission","0"
"Spain","241 717","167","27136","0","Community transmission","0"
"Italy","235 278","280","33 964","65","Community transmission","0"
"Germany","184 543","350","8 711","37","Community transmission","0"
"Turkey","171 121","989","4 711","19","Community transmission","0"
"France","150 413","98","29 149","52","Community transmission","0"
"Belgium","59 348","122","9 609","14","Community transmission","0"
"Belarus","49 453","823","276","7","Community transmission","0"
