"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Iraq","16 675","1 261","457","31","Clusters of cases","0"
"Bahrain","16 667","0","34","2","Clusters of cases","1"
"Morocco","8 537","29","211","0","Clusters of cases","0"
"Sudan","6 730","148","413","12","Community transmission","0"
"Djibouti","4 398","25","37","3","Clusters of cases","0"
"Somalia","2 513","61","85","0","Sporadic cases","0"
"Lebanon","1 402","14","31","1","Clusters of cases","0"
"Tunisia","1 087","0","49","0","Community transmission","8"
"Jordan","890","27","9","0","Clusters of cases","0"
"Yemen","595","31","137","7","Pending","0"
"Libya","393","15","5","0","Clusters of cases","0"
"Syrian Arab Republic","164","12","6","0","Community transmission","0"
"Territoriesii","","","","","",""
"occupied Palestinian territory","667","2","5","0","Clusters of cases","0"
"Europe","","","","","",""
"Russian Federation","511 423","8 987","6 715","183","Clusters of cases","0"
"The United Kingdom","291 413","1 266","41 279","151","Community transmission","0"
"Spain","242 707","427","27 136","0","Community transmission","0"
"Italy","236 142","379","34 167","53","Community transmission","0"
"Germany","185 674","258","8 763","8","Community transmission","0"
"Turkey","174 023","987","4 763","17","Community transmission","0"
"France","151 503","358","29 284","27","Community transmission","0"
"Belgium","59 711","142","9 636","7","Community transmission","0"
"Belarus","51 816","750","293","5","Community transmission","0"
