"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Africa","","","","","",""
"South Africa","43 434","2 642","908","60","Community transmission","0"
"Nigeria","11 844","328","333","10","Community transmission","0"
"Algeria","9 935","104","690","9","Community transmission","0"
"Ghana","9 168","283","42","4","Community transmission","0"
"Cameroon","7 392","603","205","2","Community transmission","0"
"Senegal","4 155","134","45","0","Community transmission","0"
"Guinea","4 060","69","23","0","Community transmission","0"
"Democratic Republic of the Congo","3 763","120","80","3","Community transmission","0"
"Côte d’Ivoire","3 431","169","36","1","Community transmission","0"
"Gabon","3 101","146","21","0","Community transmission","0"
"Kenya","2 474","134","79","1","Community transmission","0"
"Ethiopia","1 805","169","19","1","Clusters of cases","0"
"Mali","1 485","24","87","2","Community transmission","0"
"Central African Republic","1 451","163","4","0","Clusters of cases","0"
"Guinea-Bissau","1 368","22","12","3","Community transmission","0"
"South Sudan","1 317","0","14","0","Clusters of cases","2"
"Zambia","1 111","0","7","0","Community transmission","1"
"Equatorial Guinea","1 043","0","12","0","Community transmission","13"
"Madagascar","975","18","7","0","Clusters of cases","0"
"Niger","966","3","65","0","Community transmission","0"
"Sierra Leone","929","15","47","0","Community transmission","0"
