"V1","V2","V3","V4","V5","V6","V7"
"Czechia","4822","235","78","11","Local transmission","0"
"Denmark","4681","312","187","8","Local transmission","0"
"Poland","4413","311","107","13","Local transmission","0"
"Romania","4057","193","157","9","Local transmission","0"
"Luxembourg","2843","39","41","5","Local transmission","0"
"Serbia","2200","292","58","7","Local transmission","0"
"Finland","2176","249","28","0","Local transmission","0"
"Greece","1755","20","79","6","Local transmission","0"
"Iceland","1562","76","6","2","Local transmission","0"
"Ukraine","1462","143","45","7","Local transmission","0"
"Croatia","1222","40","16","1","Local transmission","0"
"Estonia","1108","11","19","4","Local transmission","0"
"Slovenia","1021","24","30","2","Local transmission","0"
"Republic of Moldova","965","101","19","4","Local transmission","0"
"Lithuania","843","32","14","1","Local transmission","0"
"Armenia","833","87","8","1","Local transmission","0"
"Hungary","817","73","47","9","Local transmission","0"
"Belarus","700","138","13","5","Local transmission","0"
"Bosnia andHerzegovina","695","33","28","7","Local transmission","0"
"Kazakhstan","670","66","6","1","Local transmission","0"
"Azerbaijan","641","57","7","2","Local transmission","0"
"North Macedonia","570","15","21","3","Local transmission","0"
"Bulgaria","549","18","22","2","Local transmission","0"
"Latvia","542","9","1","0","Local transmission","0"
"Andorra","540","17","21","4","Local transmission","0"
"Slovakia","534","49","2","2","Local transmission","0"
"Uzbekistan","472","82","2","0","Local transmission","0"
"Cyprus","465","19","14","0","Local transmission","0"
"Albania","377","0","22","1","Local transmission","1"
"San Marino","277","11","32","0","Local transmission","0"
"Malta","241","7","0","0","Local transmission","0"
"Kyrgyzstan","228","12","4","0","Local transmission","0"
"Montenegro","223","20","2","0","Local transmission","0"
"Georgia","195","7","2","0","Local transmission","0"
"Liechtenstein","78","0","1","0","Under investigation","1"
"Monaco","40","3","0","0","Local transmission","0"
"Holy See","7","0","0","0","Under investigation","4"
"","Territories**","","","","",""
"Faroe Islands","181","0","0","0","Local transmission","2"
"Kosovo[1]","165","20","3","2","Local transmission","0"
"Jersey","155","0","3","0","Local transmission","1"
"Guernsey","154","0","3","0","Local transmission","1"
"Isle of Man","127","0","1","0","Local transmission","1"
"Gibraltar","103","0","1","0","Local transmission","1"
"Greenland","11","0","0","0","Under investigation","1"
"","South-East Asia Region","","","","",""
"India","4067","0","109","0","Local transmission","1"
"Indonesia","2491","218","209","11","Local transmission","0"
