"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Malaysia","8 572","16","121","0","Clusters of cases","0"
"Australia","7 461","25","102","0","Clusters of cases","0"
"New Zealand","1 163","4","22","0","Clusters of cases","0"
"Viet Nam","349","0","0","0","Clusters of cases","2"
"Mongolia","206","2","0","0","Sporadic cases","0"
"Brunei Darussalam","141","0","3","0","Clusters of cases","45"
"Cambodia","129","0","0","0","Sporadic cases","4"
"Lao People's Democratic Republic","19","0","0","0","Sporadic cases","70"
"Fiji","18","0","0","0","Sporadic cases","62"
"Papua New Guinea","9","0","0","0","Sporadic cases","1"
"Territoriesii","","","","","",""
"Guam","214","0","5","0","Clusters of cases","1"
"French Polynesia","60","0","0","0","Sporadic cases","47"
"Northern Mariana Islands","","","","","",""
"(Commonwealth of the)","30","0","2","0","Pending","12"
"New Caledonia","21","0","0","0","Sporadic cases","12"
"Subtotal for all regions","8 859 590","152 323","465 727","4 025","",""
"Other*","741","0","13","0","Not applicable","-"
"Grand total","8 860 331","152 323","465 740","4 025","",""
