"V1","V2","V3","V4","V5","V6","V7"
"Jordan","56","4","0","0","Imported cases only","0"
"Oman","39","6","0","0","Imported cases only","0"
"Tunisia","39","10","0","0","Local transmission","0"
"Afghanistan","22","0","0","0","Imported cases only","2"
"Djibouti","1","0","0","0","Under investigation","1"
"Somalia","1","0","0","0","Imported cases only","3"
"Sudan","1","0","1","0","Imported cases only","5"
"","erritories**","","","","",""
"occupied Palestinianterritory","47","3","0","0","Local transmission","0"
"","egion of the Americas","","","","",""
"United States ofAmerica","10442","3355","150","50","Local transmission","0"
"Canada","736","167","9","0","Local transmission","0"
"Brazil","428","137","4","3","Local transmission","0"
"Chile","342","104","0","0","Local transmission","0"
"Peru","234","89","0","0","Local transmission","0"
"Ecuador","199","44","3","1","Local transmission","0"
"Mexico","118","25","1","1","Imported cases only","0"
"Panama","109","23","1","0","Local transmission","0"
"Colombia","108","15","0","0","Local transmission","0"
"Argentina","97","0","2","0","Local transmission","1"
"Costa Rica","87","37","1","0","Local transmission","0"
"Uruguay","79","50","0","0","Imported cases only","0"
"Venezuela (BolivarianRepublic of)","36","0","0","0","Imported cases only","1"
"Dominican Republic","34","13","2","1","Local transmission","0"
"Bolivia (PlurinationalState of)","15","3","0","0","Imported cases only","0"
"Jamaica","15","2","1","1","Local transmission","0"
"Honduras","12","3","0","0","Imported cases only","0"
"Cuba","11","1","1","0","Local transmission","0"
"Paraguay","11","0","0","0","Local transmission","1"
"Guatemala","9","3","1","0","Imported cases only","0"
"Trinidad and Tobago","9","2","0","0","Imported cases only","0"
"Guyana","5","0","1","0","Local transmission","1"
"Bahamas","3","0","0","0","Local transmission","1"
"Barbados","2","0","0","0","Imported cases only","1"
"Bermuda","2","0","0","0","Imported cases only","1"
"Saint Lucia","2","0","0","0","Imported cases only","4"
"Antigua and Barbuda","1","0","0","0","Imported cases only","6"
"El Salvador","1","1","0","0","Imported cases only","0"
"Montserrat","1","0","0","0","Imported cases only","1"
"Nicaragua","1","1","0","0","Under investigation","0"
"Suriname","1","0","0","0","Imported cases only","4"
"Saint Vincent and theGrenadines","1","0","0","0","Imported cases only","6"
"","erritories**","","","","",""
"Guadeloupe","45","12","0","0","Imported cases only","0"
"Martinique","32","9","0","0","Imported cases only","0"
"French Guiana","15","4","0","0","Local transmission","0"
"Puerto Rico","6","1","0","0","Imported cases only","0"
"Aruba","5","1","0","0","Imported cases only","0"
"Saint Martin","4","0","0","0","Under investigation","1"
