"V1","V2","V3","V4","V5","V6","V7"
"Mozambique","3","2","0","0","Imported cases only","0"
"Zambia","3","0","0","0","Imported cases only","2"
"Angola","2","0","0","0","Imported cases only","3"
"Gambia","2","1","0","0","Imported cases only","0"
"Mauritania","2","0","0","0","Imported cases only","6"
"Niger","2","0","0","0","Imported cases only","1"
"Zimbabwe","2","0","1","0","Imported cases only","3"
"Eritrea","1","0","0","0","Imported cases only","3"
"Territories**","","","","","",""
"Réunion","83","12","0","0","Local transmission","0"
"Mayotte","30","6","0","0","Local transmission","0"
"Subtotal for all","","","","","",""
"","412755","40712","18426","2202","",""
"regions","","","","","",""
"International","","","","","",""
"conveyance","712","0","7","0","Local transmission","9"
"(Diamond Princess)","","","","","",""
"Grand total","414179","40712","18440","2202","",""
