"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Timor-Leste","24","0","0","0","Clusters of cases","31"
"Western Pacific","","","","","",""
"China","84 536","11","4 645","0","Clusters of cases","0"
"Singapore","31 616","548","23","0","Clusters of cases","0"
"Japan","16 581","31","830","10","Clusters of cases","0"
"Philippines","14 035","258","868","5","Community transmission","0"
"Republic of Korea","11 206","16","267","1","Clusters of cases","0"
"Malaysia","7 245","60","115","0","Clusters of cases","0"
"Australia","7 109","3","102","0","Clusters of cases","0"
"New Zealand","1 154","0","21","0","Clusters of cases","3"
"Viet Nam","325","0","0","0","Clusters of cases","1"
"Brunei Darussalam","141","0","1","0","Clusters of cases","17"
"Mongolia","141","0","0","0","Sporadic cases","2"
"Cambodia","124","0","0","0","Sporadic cases","2"
"Lao People's Democratic Republic","19","0","0","0","Sporadic cases","42"
"Fiji","18","0","0","0","Sporadic cases","34"
"Papua New Guinea","8","0","0","0","Sporadic cases","32"
"Territoriesii","","","","","",""
"Guam","161","0","5","0","Clusters of cases","1"
"French Polynesia","89","0","0","0","Sporadic cases","2"
"Northern Mariana Islands","","","","","",""
"(Commonwealth of the)","22","0","2","0","Pending","3"
