"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Malaysia","8 529","14","121","0","Clusters of cases","0"
"Australia","7 391","21","102","0","Clusters of cases","0"
"New Zealand","1 157","0","22","0","Clusters of cases","1"
"Viet Nam","342","7","0","0","Clusters of cases","0"
"Mongolia","201","4","0","0","Sporadic cases","0"
"Brunei Darussalam","141","0","3","0","Clusters of cases","42"
"Cambodia","129","0","0","0","Sporadic cases","1"
"Lao People's Democratic Republic","19","0","0","0","Sporadic cases","67"
"Fiji","18","0","0","0","Sporadic cases","59"
"Papua New Guinea","8","0","0","0","Sporadic cases","57"
"Territories ii","","","","","",""
"Guam","185","5","5","0","Clusters of cases","0"
"French Polynesia","60","0","0","0","Sporadic cases","44"
"Northern Mariana Islands","","","","","",""
"(Commonwealth of the)","30","0","2","0","Pending","9"
"New Caledonia","21","0","0","0","Sporadic cases","9"
"Subtotal for all regions","8 384 699","142 451","450 673","5 151","",""
"Other*","741","0","13","0","Not applicable","-"
"Grand total","8 385 440","142 451","450 686","5 151","",""
