"V1","V2","V3","V4","V5","V6","V7"
"Armenia","52","26","0","0","Local transmission","0"
"Albania","51","9","1","0","Local transmission","0"
"Hungary","50","11","1","0","Local transmission","0"
"Turkey","47","42","0","0","Imported cases only","0"
"Belarus","36","0","0","0","Local transmission","1"
"Latvia","36","5","0","0","Imported cases only","0"
"Cyprus","33","0","0","0","Imported cases only","1"
"Georgia","33","0","0","0","Imported cases only","1"
"Malta","30","9","0","0","Imported cases only","0"
"Republic of Moldova","29","6","0","0","Local transmission","0"
"Azerbaijan","19","0","0","0","Imported cases only","2"
"Bosnia andHerzegovina","19","0","0","0","Local transmission","1"
"North Macedonia","19","6","0","0","Local transmission","0"
"Lithuania","17","3","0","0","Imported cases only","0"
"Andorra","14","12","0","0","Imported cases only","0"
"Monaco","9","0","0","0","Under investigation","1"
"Liechtenstein","7","0","0","0","Imported cases only","1"
"Ukraine","7","4","1","0","Local transmission","0"
"Kazakhstan","6","0","0","0","Imported cases only","2"
"Uzbekistan","4","0","0","0","Under investigation","1"
"Holy See","1","0","0","0","Under investigation","11"
"","erritories**","","","","",""
"Faroe Islands","47","36","0","0","Imported cases only","0"
"Gibraltar","3","2","0","0","Under investigation","0"
"Jersey","2","0","0","0","Imported cases only","4"
"Guernsey","1","0","0","0","Imported cases only","7"
"","outh-East Asia Region","","","","",""
"Indonesia","172","55","5","1","Local transmission","0"
"Thailand","147","33","1","0","Local transmission","0"
"India","137","23","3","1","Local transmission","0"
"Sri Lanka","29","10","0","0","Local transmission","0"
"Maldives","13","0","0","0","Local transmission","1"
"Bangladesh","8","3","0","0","Local transmission","0"
"Bhutan","1","0","0","0","Imported cases only","11"
"Nepal","1","0","0","0","Imported cases only","53"
"","astern Mediterranean Region","","","","",""
"Iran (Islamic Republicof)","14991","0","853","0","Local transmission","1"
"Qatar","439","38","0","0","Local transmission","0"
"Bahrain","229","8","1","0","Local transmission","0"
"Pakistan","187","135","0","0","Imported cases only","0"
"Egypt","166","40","4","2","Local transmission","0"
"Saudi Arabia","133","30","0","0","Local transmission","0"
"Kuwait","130","18","0","0","Local transmission","0"
"Iraq","124","0","9","0","Local transmission","1"
"Lebanon","109","10","3","0","Local transmission","0"
"United Arab Emirates","98","0","0","0","Local transmission","1"
"Morocco","38","10","2","1","Local transmission","0"
"Jordan","35","29","0","0","Imported cases only","0"
"Oman","24","2","0","0","Imported cases only","0"
"Afghanistan","21","5","0","0","Imported cases only","0"
"Tunisia","20","2","0","0","Local transmission","0"
"Sudan","2","1","1","0","Imported cases only","0"
