"V1","V2","V3","V4","V5","V6","V7"
"Serbia","249","61","2","2","Local transmission","0"
"Armenia","235","45","0","0","Local transmission","0"
"Bulgaria","201","16","3","0","Local transmission","0"
"Slovakia","191","6","0","0","Local transmission","0"
"Hungary","187","20","8","1","Local transmission","0"
"San Marino","187","36","20","0","Local transmission","0"
"Latvia","180","41","0","0","Local transmission","0"
"Lithuania","179","36","1","0","Local transmission","0"
"Andorra","164","51","1","1","Local transmission","0"
"North Macedonia","136","22","2","1","Local transmission","0"
"Bosnia andHerzegovina","131","6","1","0","Local transmission","0"
"Albania","123","34","4","2","Local transmission","0"
"Cyprus","116","21","0","0","Local transmission","0"
"Republic of Moldova","109","15","1","0","Local transmission","0"
"Malta","107","17","0","0","Local transmission","0"
"Ukraine","84","37","3","0","Local transmission","0"
"Belarus","81","5","0","0","Local transmission","0"
"Azerbaijan","72","7","1","0","Local transmission","0"
"Georgia","67","13","0","0","Local transmission","0"
"Kazakhstan","63","3","0","0","Imported cases only","0"
"Liechtenstein","46","0","0","0","Imported cases only","1"
"Uzbekistan","46","0","0","0","Local transmission","1"
"Monaco","23","0","0","0","Local transmission","1"
"Montenegro","22","1","0","0","Imported cases only","0"
"Kyrgyzstan","16","2","0","0","Local transmission","0"
"Holy See","1","0","0","0","Under investigation","17"
"","erritories**","","","","",""
"Faroe Islands","118","3","0","0","Local transmission","0"
"Kosovo[1]","61","30","1","0","Local transmission","0"
"Guernsey","20","3","0","0","Imported cases only","0"
"Jersey","16","1","0","0","Local transmission","0"
"Gibraltar","15","0","0","0","Under investigation","1"
"Isle of Man","13","11","0","0","Imported cases only","0"
"Greenland","4","2","0","0","Under investigation","0"
"","outh-East Asia Region","","","","",""
"Thailand","827","106","4","3","Local transmission","0"
"Indonesia","579","65","49","1","Local transmission","0"
"India","434","19","9","2","Local transmission","0"
"Sri Lanka","97","15","0","0","Local transmission","0"
"Bangladesh","33","6","3","1","Local transmission","0"
"Maldives","13","0","0","0","Local transmission","8"
"Bhutan","2","0","0","0","Imported cases only","4"
"Myanmar","2","2","0","0","Imported cases only","0"
"Nepal","2","1","0","0","Imported cases only","0"
"Timor-Leste","1","0","0","0","Imported cases only","3"
"","astern Mediterranean Region","","","","",""
"Iran (Islamic Republicof)","23049","1411","1812","127","Local transmission","0"
"Pakistan","887","103","6","1","Local transmission","0"
"Saudi Arabia","562","51","0","0","Local transmission","0"
"Qatar","501","7","0","0","Local transmission","0"
"Bahrain","377","40","2","0","Local transmission","0"
"Egypt","366","39","19","5","Local transmission","0"
