"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Australia","7 229","8","102","-1","Clusters of cases","0"
"New Zealand","1 154","0","22","0","Clusters of cases","13"
"Viet Nam","328","0","0","0","Clusters of cases","4"
"Mongolia","185","0","0","0","Sporadic cases","2"
"Brunei Darussalam","141","0","2","0","Clusters of cases","27"
"Cambodia","125","0","0","0","Sporadic cases","5"
"Lao People's Democratic Republic","19","0","0","0","Sporadic cases","52"
"Fiji","18","0","0","0","Sporadic cases","44"
"Papua New Guinea","8","0","0","0","Sporadic cases","42"
"Territoriesii","","","","","",""
"Guam","170","1","5","0","Clusters of cases","0"
"French Polynesia","60","0","0","0","Sporadic cases","29"
"Northern Mariana Islands","","","","","",""
"(Commonwealth of the)","24","1","2","0","Pending","0"
"New Caledonia","19","0","0","0","Sporadic cases","6"
"Subtotal for all regions","6 416 087","129 281","382 854","4 842","",""
"Other*","741","0","13","0","Not applicable","-"
"Grand total","6 416 828","129 281","382 867","4 842","",""
