"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Oman","10 423","603","42","1","Clusters of cases","0"
"Morocco","7 780","66","204","2","Clusters of cases","0"
"Iraq","6 179","306","195","10","Clusters of cases","0"
"Sudan","4 800","279","262","29","Community transmission","0"
"Djibouti","3 194","280","22","2","Clusters of cases","0"
"Somalia","1 916","88","73","1","Sporadic cases","0"
"Lebanon","1 191","19","26","0","Clusters of cases","0"
"Tunisia","1 076","5","48","0","Community transmission","0"
"Jordan","734","4","9","0","Clusters of cases","0"
"Yemen","314","27","78","12","Pending","0"
"Libya","130","12","5","0","Clusters of cases","0"
"Syrian Arab Republic","122","0","4","0","Community transmission","2"
"Territoriesii","","","","","",""
"occupied Palestinian territory","626","1","5","0","Clusters of cases","0"
"Europe","","","","","",""
"Russian Federation","405 843","9 268","4 693","138","Clusters of cases","0"
"The United Kingdom","272 830","1 604","38 376","215","Community transmission","0"
"Spain","239 600","664","29 043","4","Community transmission","0"
"Italy","232 664","416","33 340","111","Community transmission","0"
"Germany","181 482","286","8 500","11","Community transmission","0"
"Turkey","163 103","983","4 515","26","Community transmission","0"
"France","148 436","1 779","28 717","57","Community transmission","0"
"Belgium","58 186","125","9 453","10","Community transmission","0"
"Netherlands","46 257","131","5 951","20","Community transmission","0"
