"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Kuwait","4619","242","33","3","Clusters of cases","0"
"Bahrain","3284","114","8","0","Clusters of cases","0"
"Oman","2568","85","12","1","Clusters of cases","0"
"Afghanistan","2469","0","72","0","Clusters of cases","1"
"Iraq","2219","66","95","1","Clusters of cases","0"
"Djibouti","1112","15","2","0","Clusters of cases","0"
"Tunisia","1009","11","42","1","Community transmission","0"
"Lebanon","733","4","25","1","Clusters of cases","0"
"Somalia","671","70","31","3","Sporadic cases","0"
"Sudan","592","59","41","5","Sporadic cases","0"
"Jordan","460","1","9","1","Clusters of cases","0"
"Libya","63","0","3","0","Clusters of cases","1"
"Syrian Arab Republic","44","0","3","0","Community transmission","1"
"Yemen","10","3","2","0","Pending","0"
"Territoriesii","","","","","",""
"occupied Palestinian territory","353","0","2","0","Clusters of cases","1"
"Europe","","","","","",""
"Spain","216582","1366","25100","276","Community transmission","0"
"Italy","209328","1900","28710","474","Community transmission","0"
"The United Kingdom","182264","4806","28131","621","Community transmission","0"
"Germany","162496","793","6649","74","Community transmission","0"
"Russian Federation","134687","10633","1280","58","Clusters of cases","0"
"France","129458","736","24724","164","Community transmission","0"
"Turkey","124375","1983","3336","78","Community transmission","0"
